,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,clusters,cluster
840,A House of Blocks,SHOW,2017,TV-MA,84,"['horror', 'drama']",Taiwan (Province of China),1,tt7053684,2.3,137,0,light pink
841,First and Last,SHOW,2018,TV-MA,44,['documentation'],United States of America (the),1,tt8893502,6.7,421,0,light pink
842,All Hail King Julien: Exiled,SHOW,2017,TV-Y7,23,"['animation', 'comedy', 'family', 'fantasy']",United States of America (the),1,tt6865906,7.5,559,0,light pink
843,Justice: Qalb Al Adala,SHOW,2017,TV-14,37,"['drama', 'crime']",United States of America (the),1,tt5338544,5.6,155,0,light pink
844,REA(L)OVE,SHOW,2018,TV-MA,45,['reality'],Japan,1,tt8477194,6.6,210,0,light pink
845,Buddy Thunderstruck,SHOW,2017,TV-Y7,22,"['comedy', 'sport', 'animation', 'action', 'family']",United States of America (the),2,tt6591468,7.8,489,0,light pink
846,Blazing Transfer Students,SHOW,2017,TV-MA,26,"['action', 'comedy']",Japan,1,tt7931520,7,116,0,light pink
847,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,TV-MA,32,"['comedy', 'drama']",Mexico,1,tt8498114,6.4,816,0,light pink
848,Check The Store Next Door,SHOW,2018,TV-14,30,"['comedy', 'drama']",Indonesia,2,tt9545904,7.8,129,0,light pink
849,A Little Help with Carol Burnett,SHOW,2018,TV-G,34,[],United States of America (the),1,tt7204366,6.3,233,0,light pink
850,The Hollywood Masters,SHOW,2017,TV-MA,34,['documentation'],United States of America (the),3,tt7178034,7.2,86,0,light pink
851,Kulipari: Dream Walker,SHOW,2018,TV-Y7,19,"['fantasy', 'animation', 'action']",United States of America (the),1,tt9203064,7.7,91,0,light pink
852,ID-0,SHOW,2017,TV-14,24,"['scifi', 'animation', 'action', 'drama']",Japan,1,tt7161218,6.2,320,0,light pink
853,Harvey Street Kids,SHOW,2018,TV-Y7,24,"['action', 'family', 'animation', 'comedy']",United States of America (the),4,tt7758552,6.8,249,0,light pink
854,Life Plan A and B,SHOW,2017,TV-PG,80,['drama'],Taiwan (Province of China),1,tt7034962,7.8,106,0,light pink
855,Highland: Thailand's Marijuana Awakening,SHOW,2017,TV-MA,20,['documentation'],United States of America (the),1,tt7201224,6.2,24,0,light pink
856,The Break with Michelle Wolf,SHOW,2018,TV-MA,30,['comedy'],United States of America (the),1,tt8010342,5.1,1862,0,light pink
857,Kibaoh Klashers,SHOW,2017,TV-Y7,24,['scifi'],China,2,tt7492122,6.3,17,0,light pink
858,Memories of Love,SHOW,2018,TV-PG,44,"['drama', 'romance']",China,1,tt8246636,5.9,16,0,light pink
859,We Speak Dance,SHOW,2018,TV-MA,22,['documentation'],United States of America (the),1,tt7737500,7.5,148,0,light pink
860,YG Future Strategy Office,SHOW,2018,TV-MA,27,['comedy'],Korea (the Republic of),1,tt8129694,6.9,204,0,light pink
861,What She Put on the Table,SHOW,2017,TV-14,85,['drama'],Taiwan (Province of China),1,tt7073222,7.3,30,0,light pink
862,Afronta!,SHOW,2017,TV-PG,0,['documentation'],Brazil,1,tt12467250,7.4,8,0,light pink
863,Luna Petunia Return to Amazia,SHOW,2018,TV-Y,24,['animation'],United States of America (the),2,tt7924854,4.8,48,0,light pink
864,Russian Doll,SHOW,2019,TV-MA,28,"['drama', 'comedy']",United States of America (the),2,tt7520794,7.8,88945,3,dark pruple
865,Bridgerton,SHOW,2020,TV-MA,62,"['drama', 'romance']",United States of America (the),4,tt8740790,7.3,122036,3,dark pruple
866,Demon Slayer: Kimetsu no Yaiba,SHOW,2019,TV-MA,25,"['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']",Japan,3,tt9335498,8.7,88265,3,dark pruple
867,Sex Education,SHOW,2019,TV-MA,52,"['drama', 'comedy']",United Kingdom of Great Britain and Northern Ireland (the),4,tt7767422,8.3,251168,2,purple
868,After Life,SHOW,2019,TV-MA,28,"['comedy', 'drama']",United Kingdom of Great Britain and Northern Ireland (the),3,tt8398600,8.5,124972,3,dark pruple
869,"Love, Death & Robots",SHOW,2019,TV-MA,13,"['scifi', 'thriller', 'fantasy', 'horror', 'animation', 'action', 'drama', 'comedy']",United States of America (the),3,tt9561862,8.4,131937,3,dark pruple
870,The Umbrella Academy,SHOW,2019,TV-14,52,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",United States of America (the),3,tt1312171,8,202522,3,dark pruple
871,The Witcher,SHOW,2019,TV-MA,58,"['scifi', 'action', 'drama', 'fantasy', 'horror']",United States of America (the),2,tt5180504,8.2,465949,2,purple
872,Space Force,SHOW,2020,TV-MA,30,['comedy'],United States of America (the),2,tt9612516,6.7,61739,3,dark pruple
873,Formula 1: Drive to Survive,SHOW,2019,TV-MA,38,"['documentation', 'sport']",United Kingdom of Great Britain and Northern Ireland (the),6,tt8289930,8.6,36661,0,light pink
874,The Queen's Gambit,SHOW,2020,TV-MA,56,"['drama', 'sport']",United States of America (the),1,tt10048342,8.6,406350,2,purple
875,Selling Sunset,SHOW,2019,TV-MA,35,['reality'],United States of America (the),5,tt9817298,6.5,5482,0,light pink
876,Dead to Me,SHOW,2019,TV-MA,31,"['drama', 'crime', 'comedy']",United States of America (the),2,tt9889712,8,73110,3,dark pruple
877,I Think You Should Leave with Tim Robinson,SHOW,2019,TV-MA,16,['comedy'],United States of America (the),3,tt10050772,7.9,11411,0,light pink
878,The Last Dance,SHOW,2020,TV-MA,50,"['documentation', 'history', 'sport']",United States of America (the),1,tt8420184,9.1,108321,3,dark pruple
879,The Stranger,SHOW,2020,TV-MA,45,"['crime', 'thriller', 'drama']",United Kingdom of Great Britain and Northern Ireland (the),1,tt9698480,7.3,46564,0,light pink
880,Emily in Paris,SHOW,2020,TV-MA,29,"['drama', 'comedy', 'romance']",United States of America (the),2,tt8962124,6.9,84302,3,dark pruple
881,Unbelievable,SHOW,2019,TV-MA,48,"['drama', 'crime']",United States of America (the),1,tt7909970,8.4,95658,3,dark pruple
882,ULTRAMAN,SHOW,2019,TV-14,24,"['scifi', 'action', 'drama', 'fantasy', 'animation']",Japan,3,tt8699270,6.8,2025,0,light pink
883,Jurassic World: Camp Cretaceous,SHOW,2020,TV-PG,24,"['action', 'family', 'scifi', 'animation']",United States of America (the),4,tt10436228,7.5,7423,0,light pink
884,Virgin River,SHOW,2019,TV-14,44,"['drama', 'romance']",United States of America (the),3,tt9077530,7.4,34797,0,light pink
885,Outer Banks,SHOW,2020,TV-MA,49,"['action', 'drama', 'romance', 'thriller', 'crime']",United States of America (the),2,tt10293938,7.5,43404,0,light pink
886,Locke & Key,SHOW,2020,TV-14,48,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",United States of America (the),3,tt3007572,7.4,72031,3,dark pruple
887,The Circle,SHOW,2020,TV-MA,52,['reality'],United States of America (the),5,tt9581768,7.3,6380,0,light pink
888,Are You Afraid of the Dark?,SHOW,2019,TV-PG,44,"['thriller', 'horror', 'family', 'drama', 'fantasy']",United States of America (the),2,tt10473306,7.1,2151,0,light pink
889,In the Dark,SHOW,2019,TV-14,41,"['comedy', 'drama', 'crime', 'horror', 'action']",United States of America (the),4,tt7772602,7.7,10927,0,light pink
890,Young Wallander,SHOW,2020,TV-MA,45,"['crime', 'drama', 'thriller']",United Kingdom of Great Britain and Northern Ireland (the),2,tt9359220,6.8,11039,0,light pink
891,Tuca & Bertie,SHOW,2019,TV-MA,24,"['comedy', 'animation']",United States of America (the),2,tt8036272,7.3,6724,0,light pink
892,Feel Good,SHOW,2020,TV-MA,25,"['drama', 'comedy', 'romance']",United Kingdom of Great Britain and Northern Ireland (the),2,tt10098620,7.5,10317,0,light pink
893,Love Is Blind,SHOW,2020,TV-MA,54,"['reality', 'romance']",United States of America (the),5,tt11704040,6.1,7655,0,light pink
894,Into the Night,SHOW,2020,TV-MA,36,"['scifi', 'drama', 'thriller']",Belgium,2,tt10919486,7.1,30746,0,light pink
895,Criminal: UK,SHOW,2019,TV-MA,44,"['drama', 'thriller', 'crime']",United Kingdom of Great Britain and Northern Ireland (the),2,tt9348692,7.6,17992,0,light pink
896,Never Have I Ever,SHOW,2020,TV-14,28,"['drama', 'comedy']",United States of America (the),4,tt10062292,7.8,45346,0,light pink
897,The Daily Life of the Immortal King,SHOW,2020,TV-14,19,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",China,2,tt11755260,7.2,1211,0,light pink
898,The Cursed,SHOW,2020,TV-MA,62,"['scifi', 'drama', 'fantasy', 'thriller']",Korea (the Republic of),1,tt11841276,7.1,395,0,light pink
899,Get Organized with The Home Edit,SHOW,2020,TV-PG,42,['reality'],United States of America (the),2,tt10834478,5.3,1454,0,light pink
900,Sweet Magnolias,SHOW,2020,TV-14,50,"['drama', 'romance']",United States of America (the),2,tt9077540,7.3,17435,0,light pink
901,Alice in Borderland,SHOW,2020,TV-MA,47,"['action', 'drama', 'scifi', 'thriller', 'fantasy']",Japan,2,tt10795658,7.6,47651,0,light pink
902,Raising Dion,SHOW,2019,TV-G,43,"['scifi', 'drama']",United States of America (the),2,tt7826108,7.1,14464,0,light pink
903,Kingdom,SHOW,2019,TV-MA,48,"['action', 'thriller', 'drama', 'scifi', 'horror', 'history']",Korea (the Republic of),2,tt6611916,8.3,43760,0,light pink
904,Black Summer,SHOW,2019,TV-MA,39,"['scifi', 'action', 'drama', 'horror', 'thriller']",United States of America (the),2,tt8923854,6.5,28657,0,light pink
905,The Promised Neverland,SHOW,2019,TV-MA,23,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror', 'animation']",Japan,2,tt8788458,8.4,34730,0,light pink
906,Dracula,SHOW,2020,TV-MA,88,"['action', 'drama', 'fantasy', 'horror', 'thriller']",United Kingdom of Great Britain and Northern Ireland (the),1,tt9165388,6.8,45971,0,light pink
907,The Dark Crystal: Age of Resistance,SHOW,2019,TV-PG,51,"['scifi', 'drama', 'animation', 'fantasy', 'family', 'horror', 'action']",United Kingdom of Great Britain and Northern Ireland (the),1,tt6905542,8.4,24164,0,light pink
908,When They See Us,SHOW,2019,TV-MA,74,"['drama', 'history', 'crime']",United States of America (the),1,tt7137906,8.9,114127,3,dark pruple
909,Cocomelon,SHOW,2019,TV-PG,8,"['animation', 'comedy', 'family']",United States of America (the),4,tt12427840,4.9,522,0,light pink
910,Another Life,SHOW,2019,TV-MA,42,"['scifi', 'thriller', 'drama']",United States of America (the),2,tt8369840,5.2,35108,0,light pink
911,Living with Yourself,SHOW,2019,TV-MA,26,"['drama', 'comedy', 'scifi']",United States of America (the),2,tt8880894,7.2,30134,0,light pink
912,The Movies That Made Us,SHOW,2019,TV-PG,47,"['history', 'documentation', 'family']",United States of America (the),3,tt10681222,7.6,6147,0,light pink
913,Giri/Haji,SHOW,2019,TV-MA,58,"['thriller', 'crime', 'drama']",United Kingdom of Great Britain and Northern Ireland (the),1,tt8001106,7.8,13570,0,light pink
914,Don't F**k with Cats: Hunting an Internet Killer,SHOW,2019,TV-MA,62,"['crime', 'documentation']",United States of America (the),1,tt11318602,8,50250,0,light pink
915,The Valhalla Murders,SHOW,2019,TV-MA,46,"['thriller', 'crime', 'drama', 'scifi']",Iceland,1,tt9100822,7.1,13038,0,light pink
916,Barbarians,SHOW,2020,TV-MA,47,"['action', 'drama', 'history']",Germany,1,tt9184986,7.2,23180,0,light pink
917,Marianne,SHOW,2019,TV-MA,49,"['thriller', 'drama', 'horror']",France,1,tt10875696,7.4,14518,0,light pink
918,The Haunting of Bly Manor,SHOW,2020,TV-MA,55,"['drama', 'scifi', 'thriller', 'horror']",United States of America (the),1,tt10970552,7.3,96015,3,dark pruple
919,"Roswell, New Mexico",SHOW,2019,TV-14,42,"['scifi', 'drama', 'romance']",United States of America (the),3,tt7588054,6.2,11928,0,light pink
920,Hollywood,SHOW,2020,TV-MA,50,"['drama', 'history']",United States of America (the),1,tt9827854,7.5,35067,0,light pink
921,Cursed,SHOW,2020,TV-MA,55,"['scifi', 'action', 'drama', 'fantasy']",United States of America (the),1,tt8210856,5.8,29446,0,light pink
922,To the Lake,SHOW,2019,TV-MA,43,"['scifi', 'thriller', 'drama']",Russian Federation (the),2,tt9151230,7.2,12456,0,light pink
923,Pokémon Journeys: The Series,SHOW,2020,TV-Y7,22,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']",Japan,1,tt14033496,6.9,472,0,light pink
924,The Defeated,SHOW,2020,TV-MA,54,"['drama', 'thriller']",Germany,1,tt8879894,7,5597,0,light pink
925,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,TV-MA,59,"['crime', 'history', 'documentation']",United States of America (the),1,tt9425132,7.8,27439,0,light pink
926,I Am Not Okay with This,SHOW,2020,TV-MA,21,"['comedy', 'drama', 'fantasy', 'scifi']",United States of America (the),1,tt9446688,7.5,56459,3,dark pruple
927,Tiger King,SHOW,2020,TV-MA,44,"['crime', 'documentation']",United States of America (the),2,tt11823076,7.5,76961,3,dark pruple
928,Unorthodox,SHOW,2020,TV-MA,54,['drama'],Germany,1,tt7607544,8,74118,3,dark pruple
929,Warrior Nun,SHOW,2020,TV-MA,43,"['scifi', 'action', 'drama', 'fantasy']",United States of America (the),1,tt9059350,6.8,29164,0,light pink
930,Ragnarok,SHOW,2020,TV-MA,47,"['action', 'drama', 'fantasy', 'thriller', 'scifi']",Norway,2,tt9251798,7.5,36185,0,light pink
931,The Order,SHOW,2019,TV-MA,48,"['scifi', 'horror', 'drama', 'fantasy', 'crime', 'thriller']",United States of America (the),2,tt8295472,6.7,27286,0,light pink
932,Love on the Spectrum,SHOW,2019,TV-14,42,"['reality', 'documentation', 'romance']",Australia,2,tt11904786,8.6,5210,0,light pink
933,Away,SHOW,2020,TV-14,50,"['scifi', 'drama', 'romance']",United States of America (the),1,tt8787802,6.6,23706,0,light pink
934,The Pharmacist,SHOW,2020,TV-MA,54,"['crime', 'documentation']",United States of America (the),1,tt11600174,7.7,6989,0,light pink
935,Ghost in the Shell: SAC_2045,SHOW,2020,TV-14,25,"['scifi', 'animation', 'action', 'thriller', 'crime', 'drama']",Japan,2,tt9466298,6.2,2020,0,light pink
936,The Politician,SHOW,2019,TV-14,43,"['comedy', 'drama']",United States of America (the),2,tt7971476,7.5,21887,0,light pink
937,The Society,SHOW,2019,TV-MA,56,"['scifi', 'thriller', 'drama']",United States of America (the),1,tt8778064,7,27693,0,light pink
938,The Untamed,SHOW,2019,TV-14,44,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",China,1,tt10554898,8.8,5963,0,light pink
939,Our Planet,SHOW,2019,TV-G,50,['documentation'],United Kingdom of Great Britain and Northern Ireland (the),1,tt9253866,9.3,41386,0,light pink
940,The Family,SHOW,2019,TV-14,26,"['documentation', 'sport', 'reality']",United States of America (the),1,tt10780886,6.4,3491,0,light pink
941,The Spy,SHOW,2019,TV-MA,53,"['drama', 'history']",France,1,tt5952634,7.9,40535,0,light pink
942,Daybreak,SHOW,2019,TV-MA,44,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']",United States of America (the),1,tt12374132,6.7,19398,0,light pink
943,The Comey Rule,SHOW,2020,TV-MA,82,"['war', 'drama']",United States of America (the),1,tt9174536,7.4,8598,0,light pink
944,Merli: Dare to Know,SHOW,2019,TV-MA,48,"['drama', 'comedy']",Spain,2,tt9415632,7.6,1711,0,light pink
945,Too Hot to Handle,SHOW,2020,TV-MA,42,"['reality', 'romance']",United States of America (the),3,tt12004280,4.6,12001,0,light pink
946,Ratched,SHOW,2020,TV-MA,54,"['crime', 'drama', 'thriller']",United States of America (the),2,tt7423538,7.2,52731,0,light pink
947,DC Super Hero Girls,SHOW,2019,TV-PG,10,"['scifi', 'comedy', 'family', 'fantasy', 'drama', 'animation', 'action']",United States of America (the),2,tt6927444,7.2,1193,0,light pink
948,Dark Desire,SHOW,2020,TV-MA,34,"['drama', 'thriller']",Mexico,2,tt12540080,6.5,7135,0,light pink
949,Unsolved Mysteries,SHOW,2020,TV-MA,49,"['documentation', 'drama', 'thriller', 'crime']",United States of America (the),2,tt9642938,7.3,9391,0,light pink
950,WHAT / IF,SHOW,2019,TV-MA,59,"['drama', 'thriller']",United States of America (the),1,tt8860450,6.3,15135,0,light pink
951,It's Okay to Not Be Okay,SHOW,2020,TV-MA,76,"['drama', 'comedy', 'romance']",Korea (the Republic of),1,tt12451520,8.6,21104,0,light pink
952,Trinkets,SHOW,2019,TV-MA,26,"['comedy', 'crime', 'drama']",United States of America (the),2,tt9134194,7,10263,0,light pink
953,Messiah,SHOW,2020,TV-MA,45,"['drama', 'thriller']",United States of America (the),1,tt7671598,7.6,42018,0,light pink
954,BEASTARS,SHOW,2019,TV-MA,23,"['drama', 'romance', 'thriller', 'animation', 'crime', 'fantasy']",Japan,2,tt11043632,7.7,9440,0,light pink
955,Dorohedoro,SHOW,2020,TV-MA,24,"['scifi', 'horror', 'animation', 'action', 'comedy', 'fantasy']",Japan,1,tt11147852,8.1,7813,0,light pink
956,Undercover,SHOW,2019,TV-MA,49,"['drama', 'crime', 'thriller']",Belgium,3,tt7263154,7.8,16773,0,light pink
957,Bonding,SHOW,2019,TV-MA,17,"['comedy', 'drama']",United States of America (the),2,tt7718088,7.1,15871,0,light pink
958,Cheer,SHOW,2020,TV-MA,56,"['documentation', 'sport', 'reality']",United States of America (the),2,tt11426660,8.1,6145,0,light pink
959,Wu Assassins,SHOW,2019,TV-MA,44,"['scifi', 'action', 'crime', 'drama', 'fantasy']",United States of America (the),1,tt8652642,6.4,12799,0,light pink
960,Lego Jurassic World: Legend of Isla Nublar,SHOW,2019,TV-PG,22,"['scifi', 'animation', 'comedy', 'family']",Canada,1,tt10872880,6.7,272,0,light pink
961,Green Eggs and Ham,SHOW,2019,TV-Y7,28,"['action', 'family', 'fantasy', 'drama', 'animation', 'comedy', 'romance']",United States of America (the),2,tt4651448,8.1,2556,0,light pink
962,Stateless,SHOW,2020,TV-14,53,['drama'],Australia,1,tt4878488,7.5,9218,0,light pink
963,Caliphate,SHOW,2020,TV-MA,48,"['war', 'crime', 'drama', 'thriller']",Sweden,1,tt11398870,8.2,17735,0,light pink
964,Down to Earth with Zac Efron,SHOW,2020,TV-PG,39,"['documentation', 'history', 'reality']",United States of America (the),1,tt12585152,8,6446,0,light pink
965,Jeffrey Epstein: Filthy Rich,SHOW,2020,TV-MA,57,"['crime', 'documentation']",United States of America (the),1,tt12312250,7.1,23216,0,light pink
966,Summertime,SHOW,2020,TV-MA,43,"['drama', 'romance']",Italy,3,tt11269886,6,2573,0,light pink
967,L.A.'s Finest,SHOW,2019,TV-14,47,"['drama', 'crime', 'thriller', 'action', 'comedy']",United States of America (the),2,tt7555294,6.1,7000,0,light pink
968,Almost Happy,SHOW,2020,TV-MA,27,['comedy'],Argentina,2,tt12146940,6.8,870,0,light pink
969,Dash & Lily,SHOW,2020,TV-14,25,"['comedy', 'drama', 'romance']",United States of America (the),1,tt11127506,7.5,16978,0,light pink
970,Dare Me,SHOW,2019,TV-MA,43,"['thriller', 'crime', 'reality']",United States of America (the),1,tt2983222,6.6,5098,0,light pink
971,The Gift,SHOW,2019,TV-MA,45,"['scifi', 'drama', 'fantasy']",Turkey,3,tt10075318,7,21582,0,light pink
972,October Faction,SHOW,2020,TV-MA,41,"['drama', 'fantasy', 'horror', 'scifi']",United States of America (the),1,tt8826128,6.1,10854,0,light pink
973,Deaf U,SHOW,2020,TV-MA,20,"['reality', 'drama']",United States of America (the),1,tt13070478,6.4,462,0,light pink
974,Blown Away,SHOW,2019,TV-PG,25,"['reality', 'documentation', 'comedy', 'history']",Canada,2,tt9908860,7.1,2876,0,light pink
975,Medical Police,SHOW,2020,TV-MA,24,['comedy'],United States of America (the),1,tt9850952,5.9,4136,0,light pink
976,Selena: The Series,SHOW,2020,TV-PG,38,"['drama', 'music']",United States of America (the),2,tt9421868,6.9,4435,0,light pink
977,White Lines,SHOW,2020,TV-MA,55,"['thriller', 'crime', 'drama']",United Kingdom of Great Britain and Northern Ireland (the),1,tt9073958,6.6,16506,0,light pink
978,The Devil Next Door,SHOW,2019,TV-MA,46,"['documentation', 'crime', 'history']",United States of America (the),1,tt11165002,7.6,13084,0,light pink
979,Start-Up,SHOW,2020,TV-14,80,"['drama', 'comedy', 'romance']",Korea (the Republic of),1,tt12867810,8.1,9021,0,light pink
980,Toy Boy,SHOW,2019,TV-MA,61,"['crime', 'action', 'drama', 'thriller']",Spain,2,tt8693266,6.5,7371,0,light pink
981,Middleditch & Schwartz,SHOW,2020,TV-MA,51,['comedy'],United States of America (the),1,tt12027034,8.6,5147,0,light pink
982,The Twelve,SHOW,2019,TV-MA,47,"['thriller', 'drama']",Belgium,1,tt7605396,7.5,5005,0,light pink
983,The Ripper,SHOW,2020,TV-MA,49,"['crime', 'documentation']",United Kingdom of Great Britain and Northern Ireland (the),1,tt13492374,7.1,9228,0,light pink
984,Teenage Bounty Hunters,SHOW,2020,TV-MA,49,"['action', 'drama', 'crime', 'comedy']",United States of America (the),1,tt10584608,7.6,10821,0,light pink
985,GREAT PRETENDER,SHOW,2020,TV-MA,24,"['action', 'comedy', 'crime', 'drama', 'animation']",Japan,1,tt11680468,7.9,4635,0,light pink
986,Northern Rescue,SHOW,2019,TV-14,43,"['drama', 'family']",Canada,1,tt8462412,7.1,4105,0,light pink
987,High Score,SHOW,2020,TV-14,42,"['documentation', 'history']",United States of America (the),1,tt12759400,7.4,7733,0,light pink
988,Kipo and the Age of Wonderbeasts,SHOW,2020,TV-Y7,24,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",United States of America (the),3,tt10482560,8.3,5293,0,light pink
989,Unabomber: In His Own Words,SHOW,2020,TV-MA,43,"['crime', 'documentation']",United States of America (the),1,tt11833494,7.2,3338,0,light pink
990,Garth Brooks: The Road I'm On,SHOW,2019,TV-PG,86,"['reality', 'documentation']",United States of America (the),1,tt10095402,7.4,285,0,light pink
991,Ares,SHOW,2020,TV-MA,29,"['thriller', 'drama', 'horror']",Netherlands (the),1,tt8404520,5.7,4298,0,light pink
992,The Confession Killer,SHOW,2019,TV-14,48,"['crime', 'documentation']",United States of America (the),1,tt11307176,7.4,8733,0,light pink
993,Traitors,SHOW,2019,TV-MA,50,"['war', 'thriller']",United Kingdom of Great Britain and Northern Ireland (the),1,tt7371896,6.6,3020,0,light pink
994,Valeria,SHOW,2020,TV-MA,41,"['drama', 'comedy', 'romance']",Spain,2,tt9731288,6.5,5510,0,light pink
995,Tidying Up with Marie Kondo,SHOW,2019,TV-PG,34,['reality'],United States of America (the),1,tt8115560,6.6,3529,0,light pink
996,Aunty Donna's Big Ol House of Fun,SHOW,2020,TV-MA,20,['comedy'],Australia,1,tt13316746,8,6140,0,light pink
997,Tales of the City,SHOW,2019,TV-MA,56,['drama'],United States of America (the),1,tt7087260,7.4,7715,0,light pink
998,Historical Roasts,SHOW,2019,TV-MA,29,['comedy'],United States of America (the),1,tt9169602,5.3,1675,0,light pink
999,La Révolution,SHOW,2020,TV-MA,46,"['drama', 'fantasy', 'thriller', 'action']",France,1,tt13044528,6.6,5512,0,light pink
1000,Challenger: The Final Flight,SHOW,2020,TV-14,45,"['documentation', 'history']",United States of America (the),1,tt12930534,7.8,6778,0,light pink
1001,Grand Army,SHOW,2020,TV-MA,52,['drama'],United States of America (the),1,tt10473150,7.5,6279,0,light pink
1002,The I-Land,SHOW,2019,TV-MA,40,"['drama', 'scifi', 'reality']",United States of America (the),1,tt9070436,4.6,16918,0,light pink
1003,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,"['crime', 'documentation', 'sport']",United States of America (the),1,tt11475228,7.4,16649,0,light pink
1004,Skylines,SHOW,2019,TV-MA,60,"['drama', 'music', 'crime', 'documentation', 'reality']",Germany,1,tt9184970,7.5,2627,0,light pink
1005,Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,TV-14,50,['documentation'],United States of America (the),1,tt10837476,7.9,10776,0,light pink
1006,Song Exploder,SHOW,2020,TV-MA,27,"['documentation', 'music']",United States of America (the),2,tt13110256,7.4,758,0,light pink
1007,Chambers,SHOW,2019,TV-MA,44,"['drama', 'thriller', 'fantasy', 'horror']",United States of America (the),1,tt7949204,6.4,8380,0,light pink
1008,"The Mind, Explained",SHOW,2019,TV-14,21,['documentation'],United States of America (the),2,tt10810430,8,5230,0,light pink
1009,The Chef Show,SHOW,2019,TV-MA,26,['documentation'],United States of America (the),2,tt10359446,8.2,5025,0,light pink
1010,The Last Czars,SHOW,2019,TV-MA,45,"['documentation', 'drama', 'history', 'romance', 'war']",United Kingdom of Great Britain and Northern Ireland (the),1,tt7949606,7.3,8096,0,light pink
1011,Darwin's Game,SHOW,2020,TV-14,23,"['scifi', 'action', 'drama', 'animation']",Japan,1,tt11405390,7.3,2284,0,light pink
1012,How to Sell Drugs Online (Fast),SHOW,2019,TV-MA,32,"['drama', 'comedy', 'crime', 'romance']",Germany,3,tt9184994,7.9,30734,0,light pink
1013,Biohackers,SHOW,2020,TV-MA,42,"['scifi', 'thriller', 'drama']",Germany,2,tt9849210,6.8,9346,0,light pink
1014,Fear City: New York vs The Mafia,SHOW,2020,TV-MA,52,"['crime', 'documentation']",United States of America (the),1,tt12588372,7.1,7215,0,light pink
1015,Gentefied,SHOW,2020,TV-MA,30,"['comedy', 'drama']",United States of America (the),2,tt10037034,7.3,2641,0,light pink
1016,Hotel Del Luna,SHOW,2019,TV-14,80,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']",Korea (the Republic of),1,tt10220588,8.2,7832,0,light pink
1017,The Baker and the Beauty,SHOW,2020,TV-14,44,"['romance', 'comedy', 'drama']",United States of America (the),1,tt9164986,7.5,4160,0,light pink
1018,Her Private Life,SHOW,2019,TV-14,74,"['drama', 'comedy', 'romance']",Korea (the Republic of),2,tt9899340,7.7,3665,0,light pink
1019,Control Z,SHOW,2020,TV-MA,36,"['drama', 'thriller']",Mexico,2,tt11937662,6.9,8235,0,light pink
1020,Power Rangers Beast Morphers,SHOW,2019,TV-Y7,23,"['animation', 'scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller']",Spain,2,tt8022978,6.5,585,0,light pink
1021,Capitani,SHOW,2019,TV-MA,28,"['thriller', 'crime', 'drama']",Luxembourg,2,tt10483610,6.6,4355,0,light pink
1022,Home for Christmas,SHOW,2019,TV-MA,29,"['comedy', 'drama', 'romance']",Norway,2,tt10069398,7.7,13670,0,light pink
1023,Quicksand,SHOW,2019,TV-MA,46,"['drama', 'crime', 'thriller']",Sweden,1,tt8686106,7.5,21077,0,light pink
1024,"Sex, Explained",SHOW,2020,TV-MA,22,['documentation'],United States of America (the),1,tt11390530,6.9,3177,0,light pink
1025,Rainbow High,SHOW,2020,TV-Y,6,"['comedy', 'family', 'animation']",United States of America (the),3,tt13488080,6.4,116,0,light pink
1026,Ju-On: Origins,SHOW,2020,TV-MA,29,"['thriller', 'drama', 'horror']",Japan,1,tt12313914,6.1,4467,0,light pink
1027,Special,SHOW,2019,TV-MA,26,"['comedy', 'drama']",United States of America (the),2,tt9381622,7.6,9202,0,light pink
1028,Exhibit A,SHOW,2019,TV-14,36,"['crime', 'family', 'documentation']",United States of America (the),1,tt10376904,6.3,1030,0,light pink
1029,Itaewon Class,SHOW,2020,TV-MA,69,"['drama', 'romance']",Korea (the Republic of),1,tt11239552,8.2,12030,0,light pink
1030,Turn Up Charlie,SHOW,2019,TV-MA,26,"['drama', 'comedy', 'music']",United Kingdom of Great Britain and Northern Ireland (the),1,tt8304498,7.1,7251,0,light pink
1031,The Disappearance of Madeleine McCann,SHOW,2019,TV-14,59,"['crime', 'documentation']",United Kingdom of Great Britain and Northern Ireland (the),1,tt9879074,6.6,10286,0,light pink
