,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes
1231,The Hateful Eight,MOVIE,2015,188,"['western', 'crime', 'drama', 'thriller']",['US'],,7.8,570138
1232,Crimson Peak,MOVIE,2015,119,"['thriller', 'drama', 'horror', 'romance', 'fantasy']",['US'],,6.5,143899
1233,Bloodline,SHOW,2015,57,"['drama', 'thriller']",['US'],3,7.9,50028
1234,Slasher,SHOW,2016,46,"['drama', 'horror', 'thriller', 'crime']",['CA'],4,6.7,14071
1235,Tangerine,MOVIE,2015,87,"['comedy', 'drama', 'crime']",['US'],,7.1,31385
1236,Travelers,SHOW,2016,45,"['scifi', 'drama', 'thriller', 'crime']",['CA'],3,8,54566
1237,Legend,MOVIE,2015,132,"['thriller', 'crime', 'drama', 'european']","['US', 'FR', 'GB']",,6.9,175273
1238,Narcos,SHOW,2015,52,"['drama', 'thriller', 'crime']",['US'],3,8.8,404486
1239,Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,22,"['family', 'fantasy', 'romance', 'animation', 'action']",['FR'],4,7.7,10102
1240,Designated Survivor,SHOW,2016,44,"['war', 'action', 'drama', 'thriller']",['US'],3,7.5,88019
1241,Leah Remini: Scientology and the Aftermath,SHOW,2016,46,"['documentation', 'history']",['US'],3,9,5761
1242,Into the Badlands,SHOW,2015,43,"['action', 'drama']",['US'],3,7.9,45628
1243,iZombie,SHOW,2015,42,"['scifi', 'comedy', 'crime', 'drama', 'horror']",['US'],5,7.8,66488
1244,Wynonna Earp,SHOW,2016,43,"['action', 'scifi', 'western', 'drama', 'fantasy', 'thriller']","['US', 'CA']",4,7.3,22256
1245,"Hail, Caesar!",MOVIE,2016,106,"['drama', 'comedy', 'music']",['US'],,6.3,132821
1246,Dark Matter,SHOW,2015,43,"['scifi', 'drama', 'thriller', 'action']",['CA'],3,7.5,41867
1247,Scream: The TV Series,SHOW,2015,43,"['crime', 'horror', 'thriller', 'comedy', 'drama']",['US'],3,7.1,40082
1248,Versailles,SHOW,2015,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3,7.9,16273
1249,The Edge of Seventeen,MOVIE,2016,104,"['comedy', 'drama']",['US'],,7.3,120488
1250,60 Days In,SHOW,2016,46,['reality'],['US'],6,7.6,2616
1251,Steve Jobs,MOVIE,2015,122,['drama'],"['GB', 'US']",,7.2,166288
1252,Supergirl,SHOW,2015,42,"['scifi', 'drama', 'action']",['US'],6,6.2,121939
1253,Crazy Ex-Girlfriend,SHOW,2015,42,['comedy'],['US'],4,7.8,19738
1254,A Silent Voice: The Movie,MOVIE,2016,130,"['romance', 'animation', 'drama', 'family']",['JP'],,8.1,75132
1255,Medici: Masters of Florence,SHOW,2016,54,"['war', 'drama', 'history', 'romance', 'thriller', 'european']","['GB', 'IT']",3,7.9,18575
1256,PJ Masks,SHOW,2015,15,"['animation', 'family', 'fantasy', 'scifi', 'action', 'european']",['GB'],5,5.4,1214
1257,Marcella,SHOW,2016,45,"['crime', 'drama', 'european']",['GB'],3,7.4,30373
1258,London Has Fallen,MOVIE,2016,99,"['thriller', 'crime', 'drama', 'action']","['BG', 'GB', 'US']",,5.9,155997
1259,Mr. Right,MOVIE,2016,95,"['comedy', 'romance', 'action']",['US'],,6.3,55118
1260,Bordertown,SHOW,2016,59,"['drama', 'crime', 'european']",['FI'],3,7.6,10371
1261,Fauda,SHOW,2015,40,"['war', 'thriller', 'action', 'drama']",['IL'],3,8.3,25239
1262,Chappie,MOVIE,2015,120,"['scifi', 'drama', 'thriller', 'action', 'crime']","['MX', 'ZA', 'US']",,6.8,247192
1263,Christine,MOVIE,2016,115,['drama'],['US'],,6.9,14977
1264,El marginal,SHOW,2016,54,"['crime', 'drama', 'action', 'thriller']",['AR'],5,8.2,3799
1265,Frontier,SHOW,2016,46,"['action', 'drama', 'history']",['CA'],3,7.1,20706
1266,Bāhubali: The Beginning,MOVIE,2015,159,"['drama', 'action', 'fantasy']",['IN'],,8,117333
1267,The Cuba Libre Story,SHOW,2015,45,"['documentation', 'history', 'european']",['DE'],2,7.6,1583
1268,Hush,MOVIE,2016,82,"['horror', 'thriller']",['US'],,6.6,123667
1269,ERASED,SHOW,2016,22,"['drama', 'animation', 'fantasy', 'scifi', 'thriller']",['JP'],1,8.5,42699
1270,Flowers,SHOW,2016,25,"['drama', 'comedy', 'european']",['GB'],2,8.1,5468
1271,The Conjuring 2,MOVIE,2016,134,"['thriller', 'horror', 'drama']",['US'],,7.3,260693
1272,Love,SHOW,2016,32,"['drama', 'comedy', 'romance']",['US'],3,7.7,41362
1273,Gantz:O,MOVIE,2016,95,"['animation', 'scifi', 'action', 'drama', 'fantasy', 'thriller', 'horror']",['JP'],,7.1,14501
1274,Unfriended,MOVIE,2015,82,"['thriller', 'horror', 'drama']",['US'],,5.5,73854
1275,Good Witch,SHOW,2015,43,"['scifi', 'comedy', 'drama', 'fantasy']",['US'],7,7.2,10392
1276,The Ranch,SHOW,2016,30,"['comedy', 'drama', 'western']",['US'],5,7.4,37890
1277,Paranoid,SHOW,2016,44,"['crime', 'thriller', 'drama', 'european']",['GB'],1,6.7,8343
1278,In a Valley of Violence,MOVIE,2016,104,"['thriller', 'western', 'drama', 'crime', 'action']",['US'],,6,18452
1279,Wet Hot American Summer: First Day of Camp,SHOW,2015,30,['comedy'],['US'],2,7.4,23674
1280,Shooter,SHOW,2016,41,"['war', 'drama', 'action']",['US'],3,7.5,35547
1281,"Hello, My Name Is Doris",MOVIE,2015,95,"['romance', 'comedy', 'drama']",['US'],,6.6,20377
1282,Hap and Leonard,SHOW,2016,42,"['action', 'drama', 'crime', 'thriller']",['US'],3,7.6,7577
1283,Glitch,SHOW,2015,52,"['scifi', 'drama', 'horror', 'thriller']",['AU'],3,7.3,17240
1284,Occupied,SHOW,2015,45,"['war', 'thriller', 'drama']",['NO'],3,7.7,8839
1285,A Monster Calls,MOVIE,2016,108,"['fantasy', 'drama', 'thriller', 'animation', 'family', 'european']","['ES', 'US', 'GB']",,7.5,86614
1286,Master of None,SHOW,2015,32,"['drama', 'comedy']",['US'],3,8.3,72341
1287,Unbreakable Kimmy Schmidt,SHOW,2015,30,"['comedy', 'drama']",['US'],4,7.6,70242
1288,Under the Shadow,MOVIE,2016,84,"['thriller', 'horror', 'war', 'drama', 'fantasy']","['GB', 'IR', 'JO', 'QA']",,6.8,27125
1289,Secret City,SHOW,2016,50,"['war', 'thriller']",['AU'],3,7.4,7831
1290,Loving,MOVIE,2016,123,"['drama', 'romance']","['GB', 'US']",,7,34139
1291,Fuller House,SHOW,2016,27,"['comedy', 'family']",['US'],5,6.7,27148
1292,Easy,SHOW,2016,30,"['drama', 'comedy']",['US'],3,6.9,13569
1293,3%,SHOW,2016,45,"['scifi', 'action', 'drama', 'thriller']",['BR'],4,7.3,25077
1294,Making a Murderer,SHOW,2015,62,"['crime', 'documentation']",['US'],2,8.6,93456
1295,The Danish Girl,MOVIE,2015,119,"['drama', 'romance', 'european']","['DE', 'GB', 'US', 'BE', 'DK']",,7.1,180805
1296,He Never Died,MOVIE,2015,99,"['horror', 'fantasy', 'drama', 'thriller', 'comedy']","['CA', 'US']",,6.4,19936
1297,Home,MOVIE,2015,95,"['fantasy', 'scifi', 'comedy', 'family', 'animation']",['US'],,6.6,100705
1298,BUNK'D,SHOW,2015,24,"['comedy', 'family', 'drama']",['US'],5,5.3,3174
1299,Quantico,SHOW,2015,43,"['drama', 'thriller', 'crime']",['US'],3,6.6,60305
1300,Before I Wake,MOVIE,2016,97,"['drama', 'fantasy', 'horror', 'thriller']",['US'],,6.2,45243
1301,F is for Family,SHOW,2015,28,"['comedy', 'animation', 'drama']",['US'],5,8,36050
1302,The Fundamentals of Caring,MOVIE,2016,97,"['drama', 'comedy']",['US'],,7.3,70542
1303,Winter on Fire: Ukraine's Fight for Freedom,MOVIE,2015,98,['documentation'],"['UA', 'GB', 'US']",,8.3,17710
1304,Locked Up,SHOW,2015,50,"['drama', 'thriller', 'action', 'comedy', 'european']",['ES'],4,8.2,21388
1305,Batman: The Killing Joke,MOVIE,2016,72,"['drama', 'crime', 'thriller', 'animation', 'action']",['US'],,6.4,55806
1306,Cop Car,MOVIE,2015,86,"['thriller', 'crime']",['US'],,6.3,32547
1307,Bastille Day,MOVIE,2016,92,"['action', 'drama', 'thriller', 'crime']","['US', 'FR', 'LU', 'GB']",,6.3,42763
1308,Sinister 2,MOVIE,2015,97,"['horror', 'thriller']","['GB', 'US', 'CA']",,5.3,53733
1309,Other People,MOVIE,2016,97,"['comedy', 'drama']",['US'],,6.8,11243
1310,Zoo,SHOW,2015,43,"['drama', 'thriller', 'scifi']",['US'],3,6.6,24479
1311,13th,MOVIE,2016,100,"['documentation', 'history', 'crime']",['US'],,8.2,34914
1312,American Ultra,MOVIE,2015,96,"['comedy', 'action', 'scifi']","['US', 'CH']",,6.1,89912
1313,Ajin,SHOW,2016,24,"['action', 'animation', 'drama', 'fantasy', 'thriller', 'horror', 'scifi']",['JP'],2,7.6,6121
1314,Spectral,MOVIE,2016,109,"['scifi', 'action', 'thriller']",['US'],,6.3,58407
1315,Frequency,SHOW,2016,18,"['scifi', 'fantasy', 'thriller', 'drama']",['US'],3,7.5,13625
1316,"Crouching Tiger, Hidden Dragon: Sword of Destiny",MOVIE,2016,103,"['drama', 'fantasy', 'action']",['CN'],,6.1,19275
1317,Wanted,SHOW,2016,45,"['drama', 'action', 'crime']",['AU'],3,7.6,5693
1318,Aquarius,SHOW,2015,43,"['drama', 'crime', 'thriller', 'european']",['US'],2,7.1,12112
1319,Roman Empire,SHOW,2016,48,"['drama', 'history', 'war', 'documentation']",['US'],3,7,7539
1320,Advantageous,MOVIE,2015,92,"['scifi', 'drama', 'family']",['US'],,6.2,5378
1321,The Bye Bye Man,MOVIE,2016,96,"['thriller', 'fantasy', 'horror', 'drama']",['US'],,4.3,23588
1322,Degrassi: Next Class,SHOW,2016,24,"['drama', 'romance']",['CA'],6,6.8,3205
1323,Beasts of No Nation,MOVIE,2015,137,"['war', 'drama']","['US', 'GH']",,7.7,80129
1324,The Disastrous Life of Saiki K.,SHOW,2016,10,"['scifi', 'comedy', 'animation', 'fantasy']",['JP'],3,8.4,6649
1325,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,24,"['scifi', 'war', 'action', 'drama', 'animation']",['JP'],2,7.9,1623
1326,Self/less,MOVIE,2015,116,"['scifi', 'thriller', 'action', 'drama']",['US'],,6.5,98127
1327,Collateral Beauty,MOVIE,2016,97,"['drama', 'romance']",['US'],,6.7,99053
1328,Chef's Table,SHOW,2015,50,['documentation'],['US'],7,8.5,15176
1329,Trollhunters: Tales of Arcadia,SHOW,2016,22,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']",['US'],3,8.4,16509
1330,Team Foxcatcher,MOVIE,2016,91,"['documentation', 'crime', 'history', 'sport']",['US'],,7.3,6496
1331,"What Happened, Miss Simone?",MOVIE,2015,101,"['music', 'documentation']",['US'],,7.6,13703
1332,March Comes in Like a Lion,SHOW,2016,25,"['drama', 'animation', 'comedy', 'romance']",['JP'],2,8.4,2586
1333,Circle,MOVIE,2015,87,"['scifi', 'thriller', 'horror', 'drama', 'european']",['US'],,6,52925
1334,The Forest,MOVIE,2016,95,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",['US'],,4.8,42148
1335,Demonic,MOVIE,2015,83,"['thriller', 'horror']","['GB', 'US']",,5.3,14882
1336,The Siege of Jadotville,MOVIE,2016,108,"['thriller', 'war', 'drama', 'action', 'history', 'european']","['IE', 'ZA']",,7.2,38308
1337,God Eater,SHOW,2015,23,"['scifi', 'animation', 'action']",['JP'],1,7,1911
1338,Hyena Road,MOVIE,2015,120,"['thriller', 'action', 'drama', 'war']",['CA'],,6.5,7665
1339,Barry,MOVIE,2016,104,['drama'],['US'],,5.9,7116
1340,Gilmore Girls: A Year in the Life,SHOW,2016,92,"['comedy', 'drama']",['US'],1,7.6,36359
1341,Into the Inferno,MOVIE,2016,104,['documentation'],"['CA', 'DE', 'GB']",,7.2,8512
1342,Ip Man 3,MOVIE,2015,105,"['drama', 'action', 'history']","['HK', 'CN']",,7,54128
1343,Rebellion,SHOW,2016,51,"['war', 'drama', 'history', 'european']","['GB', 'IE']",2,7.1,3658
1344,The Windsors,SHOW,2016,27,['comedy'],['GB'],3,7.1,2648
1345,Frank & Lola,MOVIE,2016,88,"['drama', 'romance', 'thriller', 'crime']",['US'],,5.9,6029
1346,Hip Hop Evolution,SHOW,2016,48,"['documentation', 'music']",['CA'],4,8.4,5772
1347,The Get Down,SHOW,2016,62,"['drama', 'music']",['US'],2,8.2,22304
1348,Blue Jay,MOVIE,2016,81,"['romance', 'drama']",['US'],,7.3,17033
1349,Bert Kreischer: The Machine,MOVIE,2016,70,['comedy'],['US'],,7.6,1513
1350,ARQ,MOVIE,2016,88,"['scifi', 'thriller', 'action']",['US'],,6.3,38463
1351,Dragons: Race to the Edge,SHOW,2015,22,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']",['US'],6,8.2,6161
1352,Ratchet & Clank,MOVIE,2016,94,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']","['US', 'CA']",,5.5,10764
1353,Dangal,MOVIE,2016,161,"['action', 'drama', 'sport']",['IN'],,8.4,180247
1354,Bill Hicks: Reflections,MOVIE,2015,34,['documentation'],['US'],,,
1355,Pee-wee's Big Holiday,MOVIE,2016,90,"['comedy', 'family']",['US'],,6.1,7985
1356,Headshot,MOVIE,2016,118,"['thriller', 'action', 'drama']",['ID'],,6.3,14608
1357,Flaked,SHOW,2016,32,"['drama', 'romance', 'comedy']",['US'],2,7.2,11264
1358,A Very Secret Service,SHOW,2015,27,"['comedy', 'european']",['FR'],2,7.7,3461
1359,Voltron: Legendary Defender,SHOW,2016,24,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],8,8.1,8706
1360,Transformers: Robots In Disguise,SHOW,2015,21,"['scifi', 'animation', 'action', 'comedy']",['US'],5,6,1048
1361,The Young Messiah,MOVIE,2016,120,"['drama', 'fantasy']",['US'],,5.6,3542
1362,Crazyhead,SHOW,2016,43,"['comedy', 'horror', 'scifi', 'european']",['GB'],1,7.2,4985
1363,Lady Dynamite,SHOW,2016,30,"['comedy', 'drama']",['US'],2,7.3,3655
1364,No Tomorrow,SHOW,2016,47,"['comedy', 'drama', 'romance', 'thriller']",['US'],1,7.3,5101
1365,Marauders,MOVIE,2016,107,"['thriller', 'action', 'crime']",['CA'],,5.5,21929
1366,White Girl,MOVIE,2016,88,"['drama', 'horror', 'crime']",['US'],,5.7,10646
1367,Greenleaf,SHOW,2016,42,['drama'],['US'],5,7.3,5158
1368,Grizzy & the Lemmings,SHOW,2016,7,"['comedy', 'animation', 'family', 'european']",['FR'],3,7.1,579
1369,Our Brand Is Crisis,MOVIE,2015,108,"['comedy', 'drama']",['US'],,6.1,22147
1370,The Ridiculous 6,MOVIE,2015,119,"['western', 'action', 'comedy']",['US'],,4.8,47935
1371,Special Correspondents,MOVIE,2016,100,['comedy'],"['US', 'CA', 'GB']",,5.8,23669
1372,Jem and the Holograms,MOVIE,2015,119,"['fantasy', 'drama', 'family', 'music', 'romance', 'scifi']",['US'],,4.1,7804
1373,Mascots,MOVIE,2016,89,['comedy'],['US'],,5.8,7381
1374,Mindhorn,MOVIE,2016,89,"['comedy', 'thriller']",['GB'],,6.3,12474
1375,The Do-Over,MOVIE,2016,108,"['action', 'comedy']",['US'],,5.7,45146
1376,Bo Burnham: Make Happy,MOVIE,2016,60,"['comedy', 'music', 'documentation']",['US'],,8.4,14356
1377,7 Years,MOVIE,2016,77,"['drama', 'european']",['ES'],,6.7,4872
1378,Zumbo's Just Desserts,SHOW,2016,52,['reality'],['AU'],2,6.9,2125
1379,The Letdown,SHOW,2016,30,['comedy'],['AU'],2,7.5,3253
1380,Case,SHOW,2015,46,"['crime', 'drama', 'thriller']",['IS'],1,7,2688
1381,For the Love of Spock,MOVIE,2016,105,['documentation'],"['CA', 'US']",,7.6,4349
1382,Suffragette,MOVIE,2015,106,"['drama', 'history']","['FR', 'GB']",,6.9,41529
1383,The Girl King,MOVIE,2015,106,"['drama', 'european', 'history', 'romance']","['SE', 'CA', 'FI', 'FR', 'DE']",,5.8,4065
1384,Boyka: Undisputed IV,MOVIE,2016,87,"['drama', 'european']",['BG'],,,
1385,Dream/Killer,MOVIE,2015,107,"['crime', 'documentation']",['US'],,7.4,1938
1386,Sinatra: All or Nothing at All,SHOW,2015,122,"['documentation', 'music']",['US'],1,8,2354
1387,Amanda Knox,MOVIE,2016,92,"['crime', 'documentation', 'european']","['DK', 'US']",,6.9,23969
1388,Tallulah,MOVIE,2016,111,"['drama', 'romance', 'comedy']",['US'],,6.7,20111
1389,By the Sea,MOVIE,2015,122,"['drama', 'european', 'romance']","['US', 'FR']",,5.3,20541
1390,Marco Polo: One Hundred Eyes,MOVIE,2015,28,"['action', 'history', 'drama']",['US'],,7.8,10742
1391,The Adventures of Puss in Boots,SHOW,2015,23,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']",['US'],6,6.6,1696
1392,Last Chance U,SHOW,2016,55,"['documentation', 'sport']",['US'],5,8.4,6789
1393,Molang,SHOW,2015,3,"['animation', 'comedy', 'family', 'european']",['FR'],3,8.4,346
1394,Signal,SHOW,2016,71,"['crime', 'scifi', 'thriller', 'drama', 'fantasy']",['KR'],2,8.6,6338
1395,Between,SHOW,2015,25,"['scifi', 'drama', 'thriller']",['CA'],2,6,9059
1396,Midnight Diner: Tokyo Stories,SHOW,2016,28,['drama'],['JP'],2,8.4,4109
1397,Ares,MOVIE,2016,80,"['scifi', 'thriller', 'drama', 'european']",['FR'],,6.2,3994
1398,Results,MOVIE,2015,105,"['comedy', 'romance']",['US'],,5.4,7073
1399,I Am the Pretty Thing That Lives in the House,MOVIE,2016,89,"['thriller', 'drama', 'horror']","['CA', 'US']",,4.6,14491
1400,Reply 1988,SHOW,2015,95,"['comedy', 'drama', 'family', 'romance']",['KR'],1,9.2,6557
1401,Sunny Bunnies,SHOW,2015,3,"['animation', 'family']",['BY'],4,6.6,95
1402,Cinderella and Four Knights,SHOW,2016,61,"['comedy', 'drama', 'romance']",['KR'],1,7.5,3663
1403,Legends of the Hidden Temple,MOVIE,2016,68,['family'],['US'],,5.7,896
1404,Simon,SHOW,2016,5,"['animation', 'comedy', 'family']",['FR'],2,7,127
1405,David Brent: Life on the Road,MOVIE,2016,96,"['comedy', 'music', 'action']",['GB'],,6.3,20005
1406,Conspiracy,SHOW,2015,43,"['documentation', 'history', 'european']",['GB'],1,6.2,367
1407,The Sound of Your Heart,SHOW,2016,24,"['drama', 'comedy']",['KR'],2,8.2,1075
1408,Spotless,SHOW,2015,58,"['drama', 'comedy', 'crime', 'european']",['FR'],1,7.7,3635
1409,Message from the King,MOVIE,2016,102,"['thriller', 'drama', 'action', 'crime', 'european']",['FR'],,6.4,16180
1410,Sebastian Maniscalco: Why Would You Do That?,MOVIE,2016,63,['comedy'],['US'],,7.3,1063
1411,Club de Cuervos,SHOW,2015,44,"['comedy', 'drama']",['MX'],4,8.2,5514
1412,Little Things,SHOW,2016,25,"['comedy', 'drama', 'romance']",['IN'],4,8.2,6461
1413,Care Bears and Cousins,SHOW,2015,23,['animation'],['US'],2,6.8,82
1414,Sleight,MOVIE,2016,89,"['thriller', 'crime', 'drama', 'scifi', 'action']",['US'],,5.9,8644
1415,Sniper: Ghost Shooter,MOVIE,2016,100,['drama'],['US'],,,
1416,Middle School: The Worst Years of My Life,MOVIE,2016,92,"['comedy', 'family', 'animation']",['US'],,6,8972
1417,Kuromukuro,SHOW,2016,24,"['comedy', 'drama', 'action', 'scifi', 'animation']",['JP'],2,7.2,1265
1418,Rock the Kasbah,MOVIE,2015,100,"['comedy', 'music', 'war']","['MA', 'US']",,5.5,11963
1419,Marseille,SHOW,2016,46,"['drama', 'european']",['FR'],2,6.9,5083
1420,Puffin Rock,SHOW,2015,11,"['animation', 'family', 'comedy', 'european']",['IE'],2,8.7,891
1421,Chef's Table: France,SHOW,2016,60,['documentation'],['US'],1,8.2,1723
1422,Veteran,MOVIE,2015,124,"['crime', 'thriller', 'action', 'comedy']",['KR'],,7,6501
1423,A Very Murray Christmas,MOVIE,2015,56,"['comedy', 'music']",['US'],,5.5,15428
1424,The Method,SHOW,2015,51,"['drama', 'thriller', 'crime']",['RU'],2,7.4,2784
1425,Skylanders Academy,SHOW,2016,23,"['action', 'animation', 'comedy', 'family', 'fantasy']",['US'],3,6.7,730
1426,Kevin Hart: What Now?,MOVIE,2016,96,"['comedy', 'documentation']",['US'],,5.9,9458
1427,Extraction,MOVIE,2015,92,"['thriller', 'action']","['GB', 'US']",,4.1,11180
1428,Tramps,MOVIE,2016,83,"['romance', 'comedy', 'documentation', 'european']",['US'],,6.5,5460
1429,The Warriors Gate,MOVIE,2016,108,"['action', 'comedy', 'family', 'fantasy', 'european']","['CA', 'CN', 'FR']",,5.4,5057
1430,The Dreamseller,MOVIE,2016,96,['drama'],['BR'],,6,1438
1431,LEGO Marvel Super Heroes: Avengers Reassembled!,MOVIE,2015,22,"['animation', 'comedy', 'scifi', 'action']",['US'],,6.1,843
1432,Incarnate,MOVIE,2016,91,"['horror', 'thriller']",['US'],,5.2,12918
1433,Güeros,MOVIE,2015,106,"['drama', 'comedy']",['MX'],,7.4,4120
1434,Term Life,MOVIE,2016,93,"['thriller', 'action', 'crime', 'drama']",['US'],,5.6,7860
1435,The Distinguished Citizen,MOVIE,2016,118,"['comedy', 'drama', 'european']","['AR', 'ES']",,7.5,11495
1436,Drishyam,MOVIE,2015,163,"['thriller', 'crime', 'drama']",['IN'],,8.2,79075
1437,Tig,MOVIE,2015,95,['documentation'],['US'],,7.4,2649
1438,John Mulaney: The Comeback Kid,MOVIE,2015,62,"['comedy', 'documentation']",['US'],,7.9,8471
1439,Kathleen Madigan: Bothering Jesus,MOVIE,2016,71,['comedy'],['XX'],,,
1440,"Can't Cope, Won't Cope",SHOW,2016,23,"['drama', 'comedy', 'european']",['IE'],2,7.3,880
1441,Rocco,MOVIE,2016,105,"['documentation', 'european']",['FR'],,5.7,3972
1442,Minimalism: A Documentary About the Important Things,MOVIE,2015,79,['documentation'],['US'],,6.7,15656
1443,Lego Bionicle: The Journey to One,SHOW,2016,17,"['animation', 'action', 'fantasy', 'scifi']",['US'],2,5.5,170
1444,The Mr. Peabody & Sherman Show,SHOW,2015,23,"['comedy', 'scifi', 'animation', 'family', 'history']",['US'],4,5.7,433
1445,Fate/Grand Order: First Order,MOVIE,2016,72,"['fantasy', 'animation']",['JP'],,5.7,865
1446,Inspector Gadget,SHOW,2015,21,"['action', 'comedy', 'family', 'scifi', 'animation']","['CA', 'US']",4,4.5,614
1447,Lavender,MOVIE,2016,92,"['thriller', 'drama']","['CA', 'US']",,5.3,7005
1448,Heidi,SHOW,2015,27,"['drama', 'family', 'animation', 'european']","['DE', 'AU', 'FR']",2,7.2,234
1449,True Memoirs of an International Assassin,MOVIE,2016,98,"['action', 'comedy', 'crime']",['US'],,5.9,22466
1450,Danger Mouse,SHOW,2015,12,"['comedy', 'crime', 'family', 'fantasy', 'scifi', 'animation', 'action', 'european']",['GB'],2,7.2,579
1451,The Darkness,MOVIE,2016,92,"['thriller', 'horror']",['US'],,4.5,15848
1452,Hot Girls Wanted,MOVIE,2015,84,['documentation'],['US'],,6.1,17447
1453,Haters Back Off,SHOW,2016,30,"['comedy', 'drama', 'family', 'romance']",['US'],2,6.1,7183
1454,Intersection,SHOW,2016,97,['drama'],['TR'],2,6.7,1152
1455,Terrace House: Boys & Girls in the City,SHOW,2015,29,"['reality', 'drama']",['JP'],1,8.1,1624
1456,High & Low The Movie,MOVIE,2016,129,['action'],['JP'],,6.6,563
1457,The K2,SHOW,2016,65,"['war', 'drama', 'romance', 'thriller']",['KR'],1,7.9,5615
1458,Dinotrux,SHOW,2015,23,"['action', 'comedy', 'family', 'animation']",['US'],5,6.8,458
1459,"Hello, My Twenties!",SHOW,2016,63,"['comedy', 'drama', 'romance']",['KR'],2,8.3,2127
1460,Dawn of the Croods,SHOW,2015,23,"['comedy', 'family', 'animation']",['US'],4,5.8,712
1461,Anthony Jeselnik: Thoughts and Prayers,MOVIE,2015,59,['comedy'],['US'],,,
1462,Kong: King of the Apes,SHOW,2016,21,"['animation', 'scifi', 'action', 'comedy', 'family']",['US'],2,5.9,325
1463,Pandora,MOVIE,2016,136,"['drama', 'action', 'thriller']",['KR'],,6.6,7304
1464,Ok Kanmani,MOVIE,2015,139,"['drama', 'romance']",['IN'],,7.5,5722
1465,Bella and the Bulldogs,SHOW,2015,23,"['comedy', 'family', 'sport']",['US'],2,5,2114
