,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes
4000,Enter the Anime,MOVIE,2019,58,['documentation'],"['US', 'JP']",,2.6,1627
4001,The Business of Drugs,SHOW,2020,44,"['crime', 'documentation']",['US'],1,7.2,1646
4002,Ramprasad Ki Tehrvi,MOVIE,2019,106,"['drama', 'comedy']",['IN'],,7.5,5283
4003,Social Distance,SHOW,2020,20,"['drama', 'comedy']",['US'],1,5.7,651
4004,The Ghost Bride,SHOW,2020,51,"['drama', 'thriller']","['MY', 'TW']",1,6.3,716
4005,Forensic,MOVIE,2020,134,"['thriller', 'crime']",['IN'],,6.8,4813
4006,Badla,MOVIE,2019,120,"['thriller', 'crime', 'drama']",['IN'],,7.8,27130
4007,BLACKPINK: Light Up the Sky,MOVIE,2020,79,"['documentation', 'music']",['KR'],,7.5,6319
4008,Puerta 7,SHOW,2020,41,"['thriller', 'crime', 'drama']",['AR'],1,5.6,542
4009,Singapore Social,SHOW,2019,40,['reality'],['US'],1,4.9,3670
4010,The Three Deaths of Marisela Escobedo,MOVIE,2020,109,"['crime', 'documentation']",['MX'],,8.1,1641
4011,Huge in France,SHOW,2019,30,['comedy'],['FR'],1,6.8,2809
4012,Room 2806: The Accusation,SHOW,2020,49,"['documentation', 'crime']",['FR'],1,7,2298
4013,MOTHER,MOVIE,2020,127,['drama'],['JP'],,,
4014,Alice Júnior,MOVIE,2019,90,"['romance', 'animation', 'comedy', 'drama']",['BR'],,6.8,532
4015,Rogue Warfare: Death of a Nation,MOVIE,2020,103,"['action', 'war']",['US'],,3.4,370
4016,Jeff Dunham: Beside Himself,MOVIE,2019,58,['comedy'],['US'],,6.9,1077
4017,Asphalt Burning,MOVIE,2020,100,"['action', 'comedy', 'european']","['DE', 'NO']",,5.1,2279
4018,Lingua Franca,MOVIE,2020,95,['drama'],"['PH', 'US']",,6.5,671
4019,Bolívar: Una lucha admirable,SHOW,2019,52,"['romance', 'action', 'drama']",['CO'],1,7.3,743
4020,Isi & Ossi,MOVIE,2020,113,"['romance', 'comedy']",['DE'],,6.4,8221
4021,Nowhere Man,SHOW,2019,56,"['crime', 'drama', 'thriller', 'action']",['TW'],1,5.6,360
4022,Fatal Affair,MOVIE,2020,89,['thriller'],['US'],,,
4023,Ben Platt: Live from Radio City Music Hall,MOVIE,2020,85,"['documentation', 'music']",['US'],,,
4024,Nobody Knows I'm Here,MOVIE,2020,91,['drama'],['CL'],,,
4025,Rugal,SHOW,2020,60,"['crime', 'thriller', 'scifi', 'drama', 'action']",['KR'],1,,
4026,What We Wanted,MOVIE,2020,94,['drama'],['AT'],,5.9,1773
4027,Monzón: A Knockout Blow,SHOW,2019,45,"['crime', 'drama', 'history', 'sport']",['AR'],1,7.9,717
4028,A Perfect Crime,SHOW,2020,43,"['crime', 'documentation']",['DE'],1,7.3,1394
4029,Thackeray,MOVIE,2019,139,"['drama', 'history', 'action']",['IN'],,5.3,3334
4030,Ni de coña,MOVIE,2020,90,"['comedy', 'european']","['ES', 'CO']",,2.8,377
4031,Eye for an Eye,MOVIE,2019,107,"['thriller', 'european']","['FR', 'ES', 'US']",,,
4032,The Sky Is Pink,MOVIE,2019,143,"['drama', 'romance', 'family']",['IN'],,7.5,8551
4033,Chris D'Elia: No Pain,MOVIE,2020,55,['comedy'],['US'],,5.9,1772
4034,Luka Chuppi,MOVIE,2019,126,"['romance', 'drama', 'comedy']",['IN'],,6.3,11162
4035,Earth and Blood,MOVIE,2020,80,['thriller'],"['BE', 'FR']",,,
4036,All Day and a Night,MOVIE,2020,121,['drama'],['US'],,5.9,3627
4037,The Fisherman's Diary,MOVIE,2020,142,['drama'],['CM'],,6.4,616
4038,Felipe Esparza: Bad Decisions,SHOW,2020,62,['comedy'],['US'],1,5.4,166
4039,Bennett's War,MOVIE,2019,95,"['drama', 'sport']",['US'],,6,858
4040,Paris Is Us,MOVIE,2019,83,"['drama', 'european']",['FR'],,4.6,1410
4041,Rattlesnake,MOVIE,2019,85,"['horror', 'thriller', 'drama', 'crime']",['US'],,4.6,8487
4042,So Much Love to Give,MOVIE,2020,108,['comedy'],['AR'],,,
4043,Crime Diaries: The Candidate,SHOW,2019,37,"['war', 'crime', 'drama', 'thriller']",['MX'],1,7.5,803
4044,Emicida: AmarElo - It's All for Yesterday,MOVIE,2020,89,"['music', 'documentation']",['BR'],,8.5,1472
4045,Travis Scott: Look Mom I Can Fly,MOVIE,2019,85,"['music', 'documentation']",['US'],,6.3,4527
4046,Tom Papa: You're Doing Great!,MOVIE,2020,60,['comedy'],['US'],,7.2,844
4047,Best Leftovers Ever!,SHOW,2020,36,['reality'],['US'],1,5.6,515
4048,Sarah Cooper: Everything's Fine,MOVIE,2020,49,['comedy'],['US'],,5.5,1708
4049,Dancing with the Birds,MOVIE,2019,51,['documentation'],['US'],,,
4050,"Lorena, Light-footed Woman",MOVIE,2019,28,['documentation'],['MX'],,,
4051,Betaal,SHOW,2020,47,"['action', 'horror', 'thriller']",['IN'],1,5.4,8884
4052,Blood Will Tell,MOVIE,2019,113,"['thriller', 'drama']","['AR', 'CA', 'CL']",,6.1,815
4053,Over Christmas,SHOW,2020,45,"['drama', 'comedy']",['DE'],1,,
4054,Brave Blue World,MOVIE,2019,50,['documentation'],"['GB', 'CA']",,6.7,772
4055,Dating Around,SHOW,2019,30,"['reality', 'romance']",['US'],2,6.3,1204
4056,Soni,MOVIE,2019,97,"['crime', 'drama']",['IN'],,7.1,2752
4057,A Babysitter's Guide to Monster Hunting,MOVIE,2020,94,"['fantasy', 'comedy', 'family']",['US'],,5.4,4067
4058,Too Handsome To Handle,MOVIE,2019,106,"['romance', 'drama', 'comedy']",['ID'],,6.8,523
4059,"Good Morning, Verônica",SHOW,2020,45,"['drama', 'thriller', 'crime']",['BR'],1,7.6,3552
4060,Mismatched,SHOW,2020,32,"['comedy', 'drama', 'romance']",['IN'],1,5.5,3712
4061,Fearless,MOVIE,2020,89,"['comedy', 'scifi', 'documentation', 'animation', 'family']",['CA'],,4.9,1706
4062,Justine,MOVIE,2019,105,['drama'],['US'],,6.7,704
4063,Rilakkuma and Kaoru,SHOW,2019,12,"['comedy', 'drama', 'family', 'animation']",['JP'],1,8.3,1579
4064,Dragon Quest: Your Story,MOVIE,2019,103,"['action', 'animation', 'family', 'fantasy']",['JP'],,6.5,2780
4065,Hello Ninja,SHOW,2019,13,"['animation', 'action', 'comedy', 'family', 'fantasy']",['CA'],4,6.7,119
4066,Bobbleheads: The Movie,MOVIE,2020,82,"['comedy', 'family', 'animation']",['US'],,2.4,349
4067,Dad Wanted,MOVIE,2020,102,"['drama', 'family', 'comedy']",['MX'],,5.7,1058
4068,The Good Detective,SHOW,2020,65,"['crime', 'drama']",['KR'],1,,
4069,Good Sam,MOVIE,2019,90,"['drama', 'comedy']",['US'],,5.7,2890
4070,Aziz Ansari: Right Now,MOVIE,2019,65,['comedy'],['US'],,7.5,5111
4071,Stay Tuned!,SHOW,2019,46,['comedy'],['JP'],1,7.5,343
4072,Sturgill Simpson Presents Sound & Fury,MOVIE,2019,40,['animation'],"['JP', 'US']",,,
4073,Wonder Boy,MOVIE,2019,99,"['documentation', 'european']",['FR'],,,
4074,Chief of Staff,SHOW,2019,62,['war'],['KR'],2,,
4075,Katherine Ryan: Glitter Room,MOVIE,2019,65,['comedy'],['US'],,6.7,1920
4076,Quiet,MOVIE,2020,102,['drama'],['CL'],,6.4,320
4077,Secrets of the Saqqara Tomb,MOVIE,2020,113,"['documentation', 'history']","['EG', 'US']",,7.2,6189
4078,Wish Upon a Unicorn,MOVIE,2020,93,"['fantasy', 'family']",['US'],,5.4,176
4079,Ludo,MOVIE,2020,150,"['crime', 'action', 'comedy', 'drama']",['IN'],,7.6,37528
4080,Dolly Parton's Christmas on the Square,MOVIE,2020,98,"['comedy', 'family']",['US'],,5.2,2675
4081,Xico's Journey,MOVIE,2020,85,"['family', 'fantasy', 'animation']",['MX'],,5.1,534
4082,Holiday on Mars,MOVIE,2020,89,"['comedy', 'scifi']",['IT'],,2.7,564
4083,Wanda Sykes: Not Normal,MOVIE,2019,66,['comedy'],['US'],,7.2,1790
4084,Giving Voice,MOVIE,2020,90,['documentation'],['US'],,,
4085,Midnight at the Magnolia,MOVIE,2020,87,"['comedy', 'romance']",['CA'],,5.8,5296
4086,All the Freckles in the World,MOVIE,2019,90,"['comedy', 'romance', 'sport']",['MX'],,5.2,1269
4087,Say I Do,SHOW,2020,55,['reality'],"['GB', 'US']",1,7.7,527
4088,Sintonia,SHOW,2019,44,"['crime', 'drama', 'music']",['BR'],2,6.7,1067
4089,Grego Rossello: Disculpe las molestias,MOVIE,2019,65,['comedy'],['AR'],,4.5,25
4090,Hating Peter Tatchell,MOVIE,2020,91,['documentation'],"['AU', 'GB']",,7.6,743
4091,Dead Kids,MOVIE,2019,94,"['thriller', 'crime']",['PH'],,,
4092,Sitting in Limbo,MOVIE,2020,89,['drama'],['GB'],,,
4093,Who Would You Take to a Deserted Island?,MOVIE,2019,93,"['drama', 'european']",['ES'],,5.3,2466
4094,Kidnapping Stella,MOVIE,2019,89,"['crime', 'thriller']",['DE'],,4.9,5957
4095,Paradise Beach,MOVIE,2019,94,"['action', 'drama', 'thriller', 'crime', 'european']",['FR'],,4.6,2225
4096,I Am Vengeance: Retaliation,MOVIE,2020,90,['action'],['GB'],,3.4,3048
4097,Black Beach,MOVIE,2020,115,"['drama', 'thriller', 'fantasy', 'action']","['ES', 'US', 'BE']",,5.6,1544
4098,Hope Frozen,MOVIE,2019,75,['documentation'],"['TH', 'US']",,,
4099,The Writer,SHOW,2019,34,"['drama', 'crime']",['LB'],1,8.2,30
4100,The Brave,MOVIE,2019,103,"['thriller', 'action', 'crime']",['US'],,5,1320
4101,American Woman,MOVIE,2019,85,['drama'],"['US', 'CA']",,,
4102,Road to Roma,MOVIE,2020,73,['documentation'],['MX'],,7.6,646
4103,Bread Barbershop,SHOW,2020,11,['animation'],['KR'],2,7.3,125
4104,Korean Pork Belly Rhapsody,SHOW,2020,48,['documentation'],['KR'],1,7.7,62
4105,Whitney Cummings: Can I Touch It?,MOVIE,2019,59,['comedy'],['US'],,6.5,1732
4106,Petta,MOVIE,2019,172,"['drama', 'action']",['IN'],,7.3,9778
4107,Dying to Tell,MOVIE,2019,87,"['documentation', 'european']",['ES'],,6.8,336
4108,Back of the Net,MOVIE,2019,86,"['drama', 'comedy', 'family']",['AU'],,5.1,680
4109,Boi,MOVIE,2019,111,"['thriller', 'european']","['CN', 'ES']",,,
4110,The (Silent) War,MOVIE,2019,122,"['thriller', 'crime', 'war', 'action', 'drama', 'european']",['ES'],,5.6,670
4111,Our Planet: Behind the Scenes,MOVIE,2019,63,['documentation'],"['US', 'GB']",,8.4,1672
4112,Chico Bon Bon: Monkey with a Tool Belt,SHOW,2020,14,[],['US'],4,,
4113,Vikruthi,MOVIE,2019,123,"['comedy', 'drama']",['IN'],,7.4,1544
4114,"Berlin, Berlin",MOVIE,2020,80,"['comedy', 'drama', 'romance']",['DE'],,3.8,533
4115,Maria,MOVIE,2019,90,"['action', 'crime', 'drama', 'thriller']",['PH'],,5,2032
4116,The Little Switzerland,MOVIE,2019,86,"['comedy', 'european']",['ES'],,4.8,1245
4117,You've Got This,MOVIE,2020,111,"['comedy', 'romance']",['MX'],,5.8,1273
4118,Let's Dance,MOVIE,2019,109,"['drama', 'comedy', 'music', 'family']","['FR', 'BE']",,5.9,1381
4119,Kevin Hart: Zero F**ks Given,MOVIE,2020,69,['comedy'],['US'],,6,3342
4120,Asphalt Goddess,MOVIE,2020,126,['drama'],['MX'],,4.9,168
4121,Kevin Hart: Irresponsible,MOVIE,2019,60,['comedy'],['US'],,6.5,4437
4122,"¡Ay, mi madre!",MOVIE,2019,81,"['comedy', 'european']",['ES'],,3.9,394
4123,The Queen and the Conqueror,SHOW,2020,46,"['history', 'drama']",['CO'],1,6.6,172
4124,Keeping the Bees,MOVIE,2019,93,['drama'],['TR'],,5.8,803
4125,Kaamyaab,MOVIE,2020,109,['drama'],['IN'],,,
4126,The Larva Island Movie,MOVIE,2020,89,"['family', 'animation', 'comedy']",['KR'],,5.1,635
4127,Skin Decision: Before and After,SHOW,2020,36,['reality'],['US'],1,5.8,405
4128,The Fabulous Lives of Bollywood Wives,SHOW,2020,32,"['reality', 'documentation', 'romance']",['IN'],1,5.3,9666
4129,Chopsticks,MOVIE,2019,100,"['drama', 'comedy']",['IN'],,6.5,4689
4130,The Princess Switch: Switched Again,MOVIE,2020,97,['romance'],"['GB', 'US']",,,
4131,Dragons: Rescue Riders: Hunt for the Golden Dragon,MOVIE,2020,46,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],,5.2,153
4132,"ariana grande: excuse me, i love you",MOVIE,2020,97,"['music', 'documentation']",['US'],,6.3,2540
4133,Malang,MOVIE,2020,135,"['romance', 'drama', 'thriller', 'action', 'crime']",['IN'],,6.6,10149
4134,Welcome to Sudden Death,MOVIE,2020,80,['action'],"['FR', 'JP', 'GB', 'US', 'CA']",,4.3,
4135,Holiday Rush,MOVIE,2019,94,"['comedy', 'drama', 'romance', 'family']",['US'],,4.9,2705
4136,Little Big Women,MOVIE,2020,123,['drama'],['TW'],,7.2,2253
4137,Christmas Crossfire,MOVIE,2020,105,"['thriller', 'crime', 'comedy']",['DE'],,4.8,1359
4138,Calum von Moger: Unbroken,MOVIE,2019,93,['documentation'],['US'],,6.3,828
4139,Despite Everything,MOVIE,2019,75,"['comedy', 'european']",['ES'],,5.3,4885
4140,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,MOVIE,2019,58,['comedy'],['US'],,7.3,2201
4141,El Final del Paraíso,SHOW,2019,50,"['action', 'drama']",['MX'],1,5.1,208
4142,Typewriter,SHOW,2019,50,"['thriller', 'horror', 'drama']",['IN'],1,6.5,3788
4143,Southern Survival,SHOW,2020,30,['reality'],['US'],1,5.1,454
4144,Happy Old Year,MOVIE,2019,113,"['drama', 'romance']",['TH'],,7.2,2160
4145,Shikara,MOVIE,2020,118,"['romance', 'drama', 'history']",['IN'],,3.3,15026
4146,Milestone,MOVIE,2020,98,['drama'],['IN'],,6.6,613
4147,Rubaru Roshni,MOVIE,2019,110,['documentation'],['IN'],,8.7,584
4148,Ready to Mingle,MOVIE,2019,97,"['comedy', 'romance']",['MX'],,5.9,2326
4149,Deadly Switch,MOVIE,2019,86,['thriller'],['US'],,4.5,1303
4150,Parchís: the Documentary,MOVIE,2019,105,"['documentation', 'music']",['ES'],,6.8,535
4151,Double World,MOVIE,2020,110,"['action', 'fantasy']","['HK', 'CN']",,6.1,4064
4152,Psycho,MOVIE,2020,134,"['crime', 'thriller', 'drama']",['IN'],,6.2,4075
4153,"Kalel, 15",MOVIE,2019,104,['drama'],['PH'],,7.3,262
4154,How To Ruin Christmas,SHOW,2020,50,"['drama', 'comedy']",['ZA'],2,6.1,488
4155,Tell Me When,MOVIE,2020,96,"['drama', 'documentation', 'comedy']",['MX'],,5.7,964
4156,Trigger Warning with Killer Mike,SHOW,2019,26,"['documentation', 'comedy']",['US'],1,6.9,1249
4157,Nadiya's Time to Eat,SHOW,2019,29,['reality'],['GB'],1,,
4158,Shawn Mendes: In Wonder,MOVIE,2020,83,"['music', 'documentation']",['US'],,6.5,2016
4159,Kaali Khuhi,MOVIE,2020,90,"['thriller', 'horror', 'drama']",['IN'],,3.5,1207
4160,Canvas,MOVIE,2020,9,['drama'],['US'],,,
4161,Masaba Masaba,SHOW,2020,31,"['comedy', 'drama']",['IN'],2,6.8,1746
4162,Gunjan Saxena: The Kargil Girl,MOVIE,2020,112,"['drama', 'action', 'war']",['IN'],,5.6,34423
4163,AK vs AK,MOVIE,2020,108,"['drama', 'action', 'thriller', 'comedy', 'crime']",['IN'],,6.9,14048
4164,A Christmas Prince: The Royal Baby,MOVIE,2019,84,"['romance', 'family']",['US'],,5.3,6704
4165,"Sí, Mi Amor",MOVIE,2020,107,['romance'],['PE'],,,
4166,Until Dawn,SHOW,2020,20,"['reality', 'comedy']",['FR'],1,2.5,148
4167,The Irishman: In Conversation,MOVIE,2019,23,['documentation'],['US'],,,
4168,Carmen Sandiego: To Steal or Not to Steal,MOVIE,2020,31,"['animation', 'action', 'family']","['CA', 'US']",,,
4169,Fierce,MOVIE,2020,118,"['comedy', 'music']",['PL'],,,
4170,The Bridge Curse,MOVIE,2020,87,"['horror', 'thriller']",['TW'],,,
4171,Eric Andre: Legalize Everything,MOVIE,2020,52,['comedy'],['US'],,6.1,2491
4172,Cargo,MOVIE,2019,113,"['drama', 'fantasy', 'scifi']",['IN'],,5.6,2906
4173,Article 15,MOVIE,2019,130,"['crime', 'drama', 'thriller']",['IN'],,8.2,32336
4174,Tragic Jungle,MOVIE,2020,96,['drama'],"['MX', 'CO', 'FR']",,5.6,902
4175,Malibu Rescue,MOVIE,2019,69,"['action', 'comedy', 'family']",['US'],,5,1220
4176,The Black Godfather,MOVIE,2019,118,"['documentation', 'music']",['US'],,7.4,1341
4177,Life Overtakes Me,MOVIE,2019,39,['documentation'],"['US', 'SE']",,5,45
4178,Made in China,MOVIE,2019,128,"['drama', 'comedy', 'crime', 'romance', 'thriller', 'european']",['IN'],,6.3,4298
4179,The Good Bandit,SHOW,2019,53,"['drama', 'comedy', 'crime']",['CO'],1,7.8,99
4180,90 ML,MOVIE,2019,125,"['comedy', 'drama', 'romance']",['IN'],,3.4,571
4181,"Los Briceño, una familia todo terreno",SHOW,2019,46,['drama'],['US'],2,8,133
4182,99 Songs,MOVIE,2019,128,['romance'],['IN'],,7.1,2254
4183,Astronomy Club: The Sketch Show,SHOW,2019,20,['comedy'],['US'],1,6.9,591
4184,Dollar,SHOW,2019,28,"['drama', 'romance', 'action']",['LB'],1,6.6,592
4185,Really Love,MOVIE,2020,95,"['drama', 'romance']",['US'],,6,807
4186,Kitty Love: An Homage to Cats,MOVIE,2020,60,"['documentation', 'european']",['NL'],,5.2,445
4187,Adú,MOVIE,2020,119,"['drama', 'european']",['ES'],,,
4188,Living in Bondage: Breaking Free,MOVIE,2019,140,"['drama', 'fantasy']",['NG'],,5.3,106
4189,Styling Hollywood,SHOW,2019,37,['reality'],['US'],1,6.6,355
4190,Narcoworld: Dope Stories,SHOW,2019,40,"['crime', 'documentation']",['US'],1,6.6,317
4191,Making Unorthodox,MOVIE,2020,21,['documentation'],['DE'],,,
4192,Full Out 2: You Got This!,MOVIE,2020,90,['family'],['US'],,4.6,504
4193,Sugar Rush Christmas,SHOW,2019,50,['reality'],['US'],2,6.8,578
4194,Hazel Brugger: Tropical,MOVIE,2020,59,['comedy'],['DE'],,6.4,415
4195,Handsome Siblings,SHOW,2020,45,"['fantasy', 'romance', 'action', 'comedy', 'drama']",['CN'],1,7.9,614
4196,Fire in Paradise,MOVIE,2019,39,['documentation'],['US'],,,
4197,Queer Eye: We're in Japan!,SHOW,2019,50,['reality'],['US'],1,8.2,2560
4198,Evelyn,MOVIE,2019,95,['documentation'],['GB'],,7.2,768
4199,Bard of Blood,SHOW,2019,45,"['action', 'drama', 'thriller']",['IN'],2,6.8,13210
4200,Find Yourself,SHOW,2020,45,"['drama', 'romance']",['CN'],1,7.6,201
4201,Just Another Christmas,MOVIE,2020,101,"['comedy', 'family', 'drama']",['BR'],,6.7,4476
4202,Malibu Rescue: The Next Wave,MOVIE,2020,70,"['comedy', 'family', 'action']",['US'],,4.7,818
4203,Archibald's Next Big Thing,SHOW,2019,24,"['scifi', 'animation', 'comedy', 'family', 'fantasy', 'action']",['US'],2,7.5,284
4204,High & Low: The Worst,MOVIE,2019,125,"['action', 'comedy']",['JP'],,6.6,487
4205,Prank Encounters,SHOW,2019,25,"['comedy', 'horror', 'reality', 'scifi']",['US'],2,5.2,2615
4206,The Boys in the Band: Something Personal,MOVIE,2020,28,['documentation'],['US'],,7.2,356
4207,Dance Dreams: Hot Chocolate Nutcracker,MOVIE,2020,80,"['documentation', 'family']",['US'],,7,339
4208,The Iliza Shlesinger Sketch Show,SHOW,2020,19,['comedy'],['US'],1,5,914
4209,Alien Warfare,MOVIE,2019,88,"['thriller', 'action', 'scifi']",['US'],,2.6,3460
4210,Pinkfong & Baby Shark's Space Adventure,MOVIE,2019,66,"['animation', 'family', 'fantasy']","['KR', 'US']",,5.1,74
4211,Levius,SHOW,2019,25,"['animation', 'action', 'scifi']",['JP'],1,6.9,528
4212,The Stand at Paxton County,MOVIE,2020,102,"['thriller', 'drama']",['US'],,6.4,1069
4213,Shine Your Eyes,MOVIE,2020,102,"['drama', 'thriller']","['FR', 'BR']",,6.4,313
4214,Go! Go! Cory Carson,SHOW,2020,9,"['animation', 'comedy', 'family']",['US'],6,7.9,238
4215,Out Of The Clear Blue Sky,MOVIE,2019,112,"['comedy', 'drama']","['MX', 'US']",,,
4216,DeMarcus Family Rules,SHOW,2020,29,['reality'],['US'],1,6.2,110
4217,Funny Boy,MOVIE,2020,109,['drama'],"['CA', 'LK']",,,
4218,What the F* Is Going On?,MOVIE,2019,86,['documentation'],['ES'],,7.5,172
4219,My Dear Warrior,SHOW,2019,42,"['fantasy', 'romance']",['TH'],1,4.6,19
4220,Inhuman Kiss,MOVIE,2019,122,"['romance', 'drama', 'horror']",['TH'],,6.4,1717
4221,Team Kaylie,SHOW,2019,30,['comedy'],['US'],3,4,333
4222,Nate: A One Man Show,MOVIE,2020,59,['comedy'],['US'],,6.6,346
4223,Milkwater,MOVIE,2020,102,['drama'],['US'],,,
4224,"Ray Romano: Right Here, Around the Corner",MOVIE,2019,58,"['comedy', 'documentation']",['US'],,7.2,1654
4225,Jai Mummy Di,MOVIE,2020,103,"['romance', 'comedy', 'drama']",['IN'],,3.6,935
4226,The Unknown Saint,MOVIE,2020,100,"['drama', 'comedy', 'crime']","['FR', 'QA', 'MA']",,6.5,1092
4227,Spelling the Dream,MOVIE,2020,82,['documentation'],['US'],,6.9,716
4228,Put Your Head on My Shoulder,SHOW,2019,40,"['drama', 'romance', 'comedy']",['CN'],1,8,2063
4229,The Crystal Calls - Making The Dark Crystal: Age of Resistance,MOVIE,2019,83,['documentation'],['US'],,7.6,528
4230,Green Door,SHOW,2019,49,"['drama', 'comedy', 'horror', 'thriller']",['TW'],1,6.5,128
4231,GAME ON: A Comedy Crossover Event,SHOW,2020,29,"['comedy', 'family']",['US'],2,5.4,213
4232,Panipat,MOVIE,2019,171,"['romance', 'action', 'drama', 'history', 'war']",['IN'],,5.4,5438
4233,Octonauts and the Caves of Sac Actun,MOVIE,2020,72,"['animation', 'comedy', 'family']",['GB'],,6.2,177
4234,"Ken Jeong: You Complete Me, Ho",MOVIE,2019,62,['comedy'],['US'],,5.7,2368
4235,One-Way to Tomorrow,MOVIE,2020,90,"['romance', 'comedy', 'drama']",['TR'],,5.6,4819
4236,Ginny Weds Sunny,MOVIE,2020,125,"['drama', 'romance', 'comedy']",['IN'],,5.7,4699
4237,Ma Rainey's Black Bottom: A Legacy Brought to Screen,MOVIE,2020,31,['documentation'],['US'],,,
4238,Back to School,MOVIE,2019,83,['comedy'],['FR'],,,
4239,Sol Levante,MOVIE,2020,4,['scifi'],['JP'],,,
4240,The Underclass,SHOW,2020,55,['drama'],['TH'],1,6.4,62
4241,Merry Men 2: Another Mission,MOVIE,2019,114,"['comedy', 'action']",['NG'],,6.4,64
4242,Ahaan,MOVIE,2019,81,"['drama', 'comedy']",['IN'],,7,321
4243,Simon Amstell: Set Free,MOVIE,2019,51,['comedy'],['US'],,6.5,797
4244,Cricket Fever: Mumbai Indians,SHOW,2019,38,"['documentation', 'sport']",['IN'],1,7.2,699
4245,Romeo Akbar Walter,MOVIE,2019,139,"['thriller', 'drama', 'action']",['IN'],,6.6,5728
4246,Angela's Christmas Wish,MOVIE,2020,47,"['animation', 'comedy', 'drama', 'family']","['IE', 'US']",,7.1,1434
4247,Dolly Kitty and Those Twinkling Stars,MOVIE,2019,120,"['drama', 'comedy']",['IN'],,5.5,7522
4248,Bridezilla,MOVIE,2019,93,"['romance', 'drama', 'comedy']",['ID'],,6.1,51
4249,Father Soldier Son,MOVIE,2020,99,"['war', 'documentation']",['US'],,7.3,929
4250,Alelí,MOVIE,2019,88,"['comedy', 'drama']",['UY'],,6.3,371
4251,The Magic School Bus Rides Again: Kids in Space,MOVIE,2020,45,"['action', 'family', 'animation', 'comedy', 'scifi']",['CA'],,5.9,81
4252,Shawn Mendes: Live in Concert,MOVIE,2020,87,"['documentation', 'music']",['CA'],,7.1,316
4253,Firebrand,MOVIE,2019,116,['drama'],['IN'],,5.1,278
4254,Serious Men,MOVIE,2020,115,"['comedy', 'drama']",['IN'],,6.8,7390
4255,Furtive,MOVIE,2020,84,['thriller'],['AR'],,5.1,320
4256,Upstarts,MOVIE,2019,112,"['drama', 'comedy']",['IN'],,6.7,860
4257,House Arrest,MOVIE,2019,104,['comedy'],['IN'],,5.5,1633
4258,Illegal Woman,MOVIE,2020,119,"['drama', 'crime', 'european']",['ES'],,6.2,196
4259,The Unremarkable Juanquini,SHOW,2020,30,['comedy'],['CO'],2,4.3,189
4260,Ghosts of Sugar Land,MOVIE,2019,21,['documentation'],['US'],,,
4261,Tootsies & The Fake,MOVIE,2019,108,['comedy'],['TH'],,5.9,474
4262,Sugar Rush,MOVIE,2019,120,"['action', 'comedy']",['GB'],,6.7,90
4263,Varane Avashyamund,MOVIE,2020,145,"['comedy', 'romance', 'family', 'drama']",['IN'],,6.9,2721
4264,"Colin Quinn: Red State, Blue State",MOVIE,2019,65,['comedy'],['US'],,7.6,716
4265,Tijuana,SHOW,2019,41,"['drama', 'crime']",['MX'],1,6.9,327
4266,Shimla Mirchi,MOVIE,2020,129,"['romance', 'comedy']",['IN'],,4.6,1492
4267,Love,MOVIE,2020,91,"['thriller', 'drama']",['IN'],,7,1485
4268,Juman,SHOW,2019,40,"['romance', 'drama']",['KW'],1,5.2,110
4269,Santana,MOVIE,2020,106,"['action', 'drama', 'crime']","['AO', 'ZA']",,3.9,977
4270,The Legacy of the Bones,MOVIE,2019,121,"['crime', 'thriller', 'european']",['ES'],,6.3,8674
4271,Nneka the Pretty Serpent,MOVIE,2020,140,"['horror', 'fantasy']",['NG'],,3.8,118
4272,The Most Dangerous Man in Europe,MOVIE,2020,68,"['documentation', 'history', 'war']",['ES'],,6.8,202
4273,Not a Game,MOVIE,2020,92,"['documentation', 'drama']",['ES'],,,
4274,Sing On! Germany,SHOW,2020,38,"['reality', 'music']",['DE'],1,5.4,136
4275,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,MOVIE,2019,13,['documentation'],['US'],,7.1,1356
4276,Mutiny of the Worker Bees,MOVIE,2020,100,['comedy'],['MX'],,4,475
4277,Blanche Gardin - Bonne nuit Blanche,MOVIE,2019,95,['comedy'],['FR'],,,
4278,Sing On!,SHOW,2020,36,"['reality', 'music']",['US'],1,6.4,380
4279,Indoo Ki Jawani,MOVIE,2020,115,"['comedy', 'drama']",['IN'],,3,6075
4280,Living Undocumented,SHOW,2019,42,['documentation'],['US'],1,6.7,577
4281,Rogue Warfare: The Hunt,MOVIE,2019,103,['action'],['US'],,3.1,570
4282,Once Again,MOVIE,2019,101,"['drama', 'romance', 'european']","['DE', 'IN', 'AT']",,7,980
4283,Drive,MOVIE,2019,147,"['thriller', 'crime', 'drama', 'action']",['IN'],,3.7,7559
4284,Whispers,SHOW,2020,41,['drama'],['SA'],2,,
4285,A Second Chance: Rivals!,MOVIE,2019,89,"['family', 'drama', 'sport']",['AU'],,4.7,375
4286,Paava Kadhaigal,SHOW,2020,118,"['drama', 'family']",['IN'],1,8.1,6628
4287,The Devil Punisher,SHOW,2020,70,"['scifi', 'fantasy', 'romance']",['TW'],1,5.9,157
4288,StarBeam,SHOW,2020,13,[],['CA'],4,,
