,title,type,release_year,age_certification,genres,production_countries,imdb_id,imdb_score,imdb_votes
1619,Chelsea Does,SHOW,2016,TV-MA,['documentation'],['US'],tt5275894,7.3,2471.0
1620,Real Rob,SHOW,2015,TV-14,['comedy'],['US'],tt3741346,6.4,2801.0
1624,StoryBots Super Songs,SHOW,2016,TV-Y,"['animation', 'family']",['US'],tt6163070,8.8,167.0
1648,Miss in Kiss,SHOW,2016,TV-14,"['comedy', 'drama']",['TW'],tt6954524,7.7,98.0
1656,Coach Snoop,SHOW,2016,TV-MA,['documentation'],['US'],tt5697642,6.8,583.0
1660,Word Party,SHOW,2016,TV-Y,"['animation', 'family']",['US'],tt5235950,5.7,349.0
1667,Trailer Park Boys: Out of the Park: Europe,SHOW,2016,TV-MA,"['action', 'crime', 'drama', 'comedy']",['CA'],tt5937754,7.0,2285.0
1673,My Sunshine,SHOW,2015,TV-PG,"['drama', 'romance']",['CN'],tt6131630,6.6,185.0
1676,A Touch of Green,SHOW,2015,TV-MA,"['family', 'drama', 'war']",['TW'],tt5231950,8.4,314.0
1687,28 Faces of the Moon,SHOW,2016,TV-14,['drama'],['KR'],tt10145322,6.4,25.0
1691,The Creative Indians,SHOW,2016,TV-MA,['documentation'],['US'],tt9583184,8.3,45.0
1694,Bottersnikes & Gumbles,SHOW,2016,TV-Y7,"['action', 'animation', 'comedy', 'family']","['AU', 'US', 'GB']",tt6015820,5.1,47.0
1696,Fangbone!,SHOW,2016,TV-PG,"['animation', 'comedy', 'family', 'fantasy', 'action']",['CA'],tt4358188,6.2,312.0
1710,Chasing Cameron,SHOW,2016,TV-PG,['reality'],['US'],tt6370626,3.8,501.0
1718,Spark,SHOW,2016,TV-14,['drama'],['KR'],tt6409112,7.0,57.0
1719,Under the Black Moonlight,SHOW,2016,TV-14,"['drama', 'thriller', 'horror']",['KR'],tt7162436,5.0,56.0
1727,Close Your Eyes Before It's Dark,SHOW,2016,TV-14,"['drama', 'crime']",['TW'],tt6506806,7.0,218.0
1728,Best Lover,SHOW,2016,TV-14,"['drama', 'romance']",['CN'],tt9874364,6.8,74.0
1729,Luna Petunia,SHOW,2016,TV-Y,"['animation', 'family', 'fantasy']",['CA'],tt4588068,6.2,58.0
1735,The Miracle,SHOW,2016,TV-14,"['drama', 'comedy', 'fantasy', 'music']",['KR'],tt6703344,6.3,210.0
1736,The Dream Job,SHOW,2016,TV-14,"['drama', 'family']",['SG'],tt7131688,6.1,14.0
1739,Vanished 46,SHOW,2016,TV-MA,"['scifi', 'action', 'crime', 'drama', 'thriller']",['TR'],tt5606154,8.4,4269.0
1747,Magic Cellphone,SHOW,2016,TV-PG,"['drama', 'comedy']",['KR'],tt7162434,4.1,21.0
1750,Diamond Lover,SHOW,2015,TV-PG,"['comedy', 'drama']",['CN'],tt6058496,6.4,138.0
1761,Sons of the Caliphate,SHOW,2015,TV-14,['drama'],['NG'],tt10202268,7.4,32.0
1777,Fartsa,SHOW,2015,TV-14,"['crime', 'drama']",['RU'],tt4567218,6.7,195.0
1779,Singles Villa,SHOW,2015,TV-14,"['drama', 'romance']",['CN'],tt5053036,7.7,28.0
1796,Tariqi: My Way,SHOW,2015,TV-14,"['drama', 'music']",['EG'],tt5528490,7.2,143.0
1798,The Governor,SHOW,2016,TV-14,['drama'],['NG'],tt7128052,7.4,100.0
1806,Back to 1989,SHOW,2016,TV-14,"['scifi', 'drama']",['TW'],tt6273088,8.0,106.0
1815,My Little Baby,SHOW,2016,TV-PG,"['comedy', 'drama']",['KR'],tt5546516,6.9,103.0
1816,Love Storm,SHOW,2016,TV-14,['family'],['TW'],tt6093070,5.5,325.0
1824,Ozark,SHOW,2017,TV-MA,"['crime', 'thriller', 'drama']",['US'],tt5071412,8.5,278223.0
1825,Derry Girls,SHOW,2018,TV-MA,['comedy'],['GB'],tt7120662,8.4,28718.0
1826,The Sinner,SHOW,2017,TV-MA,"['crime', 'thriller', 'drama']",['US'],tt6048596,7.9,117055.0
1828,Dark,SHOW,2017,TV-MA,"['scifi', 'crime', 'drama', 'thriller']",['DE'],tt5753856,8.7,354443.0
1833,Riverdale,SHOW,2017,TV-14,"['thriller', 'drama', 'romance', 'crime']",['US'],tt5420376,6.7,139154.0
1834,Legacies,SHOW,2018,TV-14,"['scifi', 'drama', 'fantasy', 'horror']",['US'],tt8103070,7.3,28877.0
1835,Mindhunter,SHOW,2017,TV-MA,"['crime', 'drama', 'thriller']",['US'],tt5290382,8.6,261429.0
1837,All American,SHOW,2018,TV-14,"['drama', 'sport']",['US'],tt7414406,7.6,9704.0
1839,Manifest,SHOW,2018,TV-14,"['scifi', 'drama', 'thriller']",['US'],tt8421350,7.1,50145.0
1840,Elite,SHOW,2018,TV-MA,"['crime', 'drama', 'thriller']",['ES'],tt7134908,7.4,73062.0
1841,Cobra Kai,SHOW,2018,TV-14,"['action', 'comedy', 'drama', 'sport']",['US'],tt7221388,8.6,163858.0
1842,You,SHOW,2018,TV-MA,"['thriller', 'crime', 'drama', 'romance']",['US'],tt7335184,7.7,225949.0
1843,Lost in Space,SHOW,2018,TV-PG,"['scifi', 'action', 'drama', 'thriller', 'family']",['US'],tt5232792,7.3,96868.0
1844,Money Heist,SHOW,2017,TV-MA,"['crime', 'drama', 'thriller', 'action', 'european']",['ES'],tt6468322,8.3,450797.0
1846,Good Girls,SHOW,2018,TV-14,"['comedy', 'drama', 'crime']",['US'],tt6474378,7.7,49867.0
1848,Bodyguard,SHOW,2018,TV-MA,"['war', 'crime', 'drama', 'thriller', 'european']",['GB'],tt7493974,8.1,114446.0
1849,Godless,SHOW,2017,TV-MA,"['western', 'documentation', 'action', 'drama', 'crime']",['US'],tt5516154,7.6,27.0
1850,Altered Carbon,SHOW,2018,TV-MA,"['scifi', 'thriller', 'action', 'drama']",['US'],tt2261227,7.9,162018.0
1851,Maniac,SHOW,2018,TV-MA,"['drama', 'scifi', 'comedy']",['US'],tt5580146,7.7,74877.0
1852,Dirty John,SHOW,2018,TV-MA,"['crime', 'drama']",['US'],tt15438396,7.3,20817.0
1854,Babylon Berlin,SHOW,2017,TV-MA,"['crime', 'thriller', 'drama', 'european']",['DE'],tt4378376,8.4,23256.0
1855,Charmed,SHOW,2018,TV-14,"['scifi', 'drama', 'fantasy']",['US'],tt6394324,4.5,16091.0
1856,The Haunting of Hill House,SHOW,2018,TV-MA,"['drama', 'scifi', 'horror', 'thriller']",['US'],tt6763664,8.6,226817.0
1857,HAPPY!,SHOW,2017,TV-MA,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']",['US'],tt2452242,8.1,37747.0
1858,Workin' Moms,SHOW,2017,TV-MA,"['comedy', 'drama']",['CA'],tt6143796,7.8,14892.0
1860,Wild Wild Country,SHOW,2018,TV-MA,"['crime', 'documentation']",['US'],tt7768848,8.1,29298.0
1861,Somebody Feed Phil,SHOW,2018,TV-14,['documentation'],['US'],tt7752034,8.2,4420.0
1862,Big Mouth,SHOW,2017,TV-MA,"['animation', 'comedy', 'romance']",['US'],tt6524350,7.9,74660.0
1864,Dynasty,SHOW,2017,TV-14,['drama'],['US'],tt6128300,7.2,21136.0
1866,Imposters,SHOW,2017,TV-14,"['drama', 'comedy', 'crime']",['US'],tt5212822,7.8,13238.0
1867,Anne with an E,SHOW,2017,TV-G,"['drama', 'family']",['CA'],tt5421602,8.7,51001.0
1870,Manhunt,SHOW,2017,TV-14,"['documentation', 'crime', 'thriller', 'drama']",['US'],tt5618256,8.1,57459.0
1873,Santa Clarita Diet,SHOW,2017,TV-MA,"['comedy', 'horror']",['US'],tt5580540,7.9,64467.0
1875,The Bureau of Magical Things,SHOW,2018,TV-G,"['scifi', 'family', 'fantasy']",['AU'],tt7153034,6.7,1914.0
1876,One Day at a Time,SHOW,2017,TV-PG,"['comedy', 'drama']",['US'],tt5339440,8.2,15669.0
1877,The End of the F***ing World,SHOW,2017,TV-MA,"['crime', 'comedy', 'drama', 'romance', 'thriller']",['GB'],tt6257970,8.1,177868.0
1878,Safe,SHOW,2018,TV-MA,"['drama', 'thriller', 'crime', 'european']",['GB'],tt7902072,7.2,41822.0
1879,GLOW,SHOW,2017,TV-MA,"['drama', 'comedy', 'sport', 'reality']",['US'],tt0784878,8.0,44751.0
1880,Trolls: The Beat Goes On!,SHOW,2018,TV-G,"['comedy', 'romance', 'animation', 'family', 'fantasy']",['US'],tt7539608,5.8,798.0
1881,Collateral,SHOW,2018,TV-MA,"['drama', 'thriller', 'crime']",['GB'],tt6729080,6.7,17304.0
1883,Castlevania,SHOW,2017,TV-MA,"['scifi', 'drama', 'fantasy', 'horror', 'animation', 'action']",['US'],tt6517102,8.3,61114.0
1885,The Kominsky Method,SHOW,2018,TV-MA,"['drama', 'comedy']",['US'],tt7255502,8.2,38232.0
1886,Knightfall,SHOW,2017,TV-14,"['action', 'drama', 'history']",['US'],tt4555364,6.7,19809.0
1887,Atypical,SHOW,2017,TV-14,"['comedy', 'drama']",['US'],tt6315640,8.3,81643.0
1888,Alias Grace,SHOW,2017,TV-MA,"['drama', 'thriller', 'crime']",['CA'],tt1034007,7.7,31577.0
1890,Deadwind,SHOW,2018,TV-MA,"['drama', 'thriller', 'crime']",['FI'],tt6616260,7.3,8762.0
1892,A Series of Unfortunate Events,SHOW,2017,TV-PG,"['action', 'family', 'comedy', 'drama']",['US'],tt4834206,7.8,59239.0
1894,American Vandal,SHOW,2017,TV-MA,"['comedy', 'drama', 'crime']",['US'],tt6877772,8.1,29972.0
1895,Watership Down,SHOW,2018,TV-PG,"['animation', 'action', 'drama', 'family', 'fantasy']",['GB'],tt5670764,7.2,6043.0
1896,Mystery Science Theater 3000,SHOW,2017,TV-14,"['scifi', 'comedy', 'thriller', 'drama', 'horror']",['US'],tt6782014,8.2,3605.0
1897,Chilling Adventures of Sabrina,SHOW,2018,TV-14,"['scifi', 'thriller', 'drama', 'horror', 'fantasy']",['US'],tt7569592,7.4,90327.0
1903,Violet Evergarden,SHOW,2018,TV-14,"['drama', 'animation', 'scifi', 'fantasy', 'romance']",['JP'],tt7078180,8.4,19940.0
1904,Narcos: Mexico,SHOW,2018,TV-MA,"['drama', 'crime']",['US'],tt8714904,8.4,80902.0
1906,Disenchantment,SHOW,2018,TV-14,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",['US'],tt5363918,7.2,58639.0
1909,BAKI,SHOW,2018,TV-MA,"['action', 'animation', 'drama', 'sport']",['JP'],tt6357658,6.7,5706.0
1913,Wet Hot American Summer: Ten Years Later,SHOW,2017,TV-MA,['comedy'],['US'],tt5669272,6.9,8502.0
1916,Seven Seconds,SHOW,2018,TV-MA,"['crime', 'drama']",['US'],tt6297682,7.7,15323.0
1919,Devilman Crybaby,SHOW,2018,TV-MA,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],tt6660498,7.6,18575.0
1921,Oats Studios,SHOW,2017,TV-MA,"['scifi', 'horror']",['US'],tt16351432,6.4,870.0
1922,Two Sentence Horror Stories,SHOW,2017,TV-14,"['drama', 'horror', 'thriller']",['US'],tt6873926,5.5,1841.0
1924,Black Spot,SHOW,2017,TV-MA,"['drama', 'thriller', 'crime', 'horror', 'european']","['BE', 'FR']",tt6519410,7.4,10705.0
1925,Rust Valley Restorers,SHOW,2018,TV-14,['documentation'],['CA'],tt9498102,7.8,2732.0
1927,Everything Sucks!,SHOW,2018,TV-14,"['drama', 'comedy']",['US'],tt7078710,7.5,18023.0
1929,Bad Blood,SHOW,2017,TV-14,"['drama', 'crime']",['CA'],tt6423364,7.5,9593.0
1930,Five Came Back,SHOW,2017,TV-MA,"['war', 'documentation', 'history']",['US'],tt6587094,8.3,4600.0
1932,Queer Eye,SHOW,2018,TV-14,['reality'],['US'],tt7259746,8.5,18147.0
1934,James Acaster: Repertoire,SHOW,2018,TV-14,['comedy'],['GB'],tt7818686,8.4,3545.0
1935,The Keepers,SHOW,2017,TV-MA,"['crime', 'action', 'drama', 'documentation']",['US'],tt6792200,7.6,14.0
1938,13 Reasons Why,SHOW,2017,TV-MA,"['drama', 'thriller']",['US'],tt1837492,7.5,282373.0
1939,Pine Gap,SHOW,2018,TV-MA,"['drama', 'thriller']",['AU'],tt7371868,7.2,4772.0
1941,Nightflyers,SHOW,2018,TV-MA,"['scifi', 'thriller', 'drama', 'horror']",['US'],tt6903284,5.8,13103.0
1943,Black Lightning,SHOW,2018,TV-14,"['scifi', 'action', 'drama']",['US'],tt6045840,6.1,24646.0
1950,Troy: Fall of a City,SHOW,2018,TV-MA,"['war', 'fantasy', 'romance', 'action']",['GB'],tt5103758,3.9,13677.0
1952,The Dragon Prince,SHOW,2018,TV-Y7,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']",['US'],tt8688814,8.4,21635.0
1953,Dear White People,SHOW,2017,TV-MA,"['comedy', 'drama']",['US'],tt5707802,6.1,24863.0
1955,VeggieTales in the City,SHOW,2017,TV-Y,"['comedy', 'family', 'music', 'animation']",['US'],tt6562134,5.7,110.0
1956,Requiem,SHOW,2018,TV-MA,"['drama', 'animation', 'fantasy', 'thriller']",['GB'],tt6712390,6.4,6421.0
1957,Wormwood,SHOW,2017,TV-14,"['crime', 'drama', 'documentation', 'fantasy']",['US'],tt1149367,7.0,4181.0
1958,Perfume,SHOW,2018,TV-MA,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']",['DE'],tt10163260,7.1,8536.0
1961,Evil Genius,SHOW,2018,TV-MA,"['crime', 'documentation']",['US'],tt8342862,7.5,27516.0
1965,Explained,SHOW,2018,TV-MA,['documentation'],['US'],tt8005374,8.0,8831.0
1967,Cells at Work!,SHOW,2018,TV-14,"['action', 'fantasy', 'animation', 'comedy']",['JP'],tt8673610,7.5,2206.0
1968,She-Ra and the Princesses of Power,SHOW,2018,TV-Y7,"['scifi', 'action', 'family', 'animation', 'fantasy', 'comedy', 'drama']",['US'],tt7745956,7.8,14935.0
1969,Stranger,SHOW,2017,TV-MA,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']",['KR'],tt5545948,8.5,7645.0
1970,The Rain,SHOW,2018,TV-MA,"['drama', 'scifi', 'thriller']",['DK'],tt6656238,7.3,616.0
1971,The Innocent Man,SHOW,2018,TV-MA,"['documentation', 'crime']",['US'],tt0914376,7.3,5883.0
1974,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,TV-14,"['animation', 'comedy', 'thriller', 'fantasy', 'romance', 'drama']",['JP'],tt8993398,8.1,10400.0
1981,Dirty Money,SHOW,2018,TV-14,"['crime', 'documentation']",['US'],tt7889220,8.1,9099.0
1982,Tidelands,SHOW,2018,TV-MA,"['scifi', 'fantasy', 'crime', 'drama']",['AU'],tt6898970,6.8,7727.0
1983,Hilda,SHOW,2018,TV-Y7,"['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['GB'],tt6385540,8.5,10162.0
1984,Friends from College,SHOW,2017,TV-MA,"['comedy', 'drama']",['US'],tt5565334,6.9,20242.0
1987,My Little Pony: Equestria Girls,SHOW,2017,TV-Y,"['animation', 'comedy', 'family', 'fantasy']",['US'],tt13160278,6.4,642.0
1988,Insatiable,SHOW,2018,TV-MA,"['drama', 'comedy', 'thriller']",['US'],tt6487482,6.5,27275.0
1990,Better Than Us,SHOW,2018,TV-MA,"['scifi', 'drama']",['RU'],tt8285216,7.3,8711.0
1991,Cable Girls,SHOW,2017,TV-MA,"['drama', 'european']",['ES'],tt5674718,7.6,13855.0
1992,Sick Note,SHOW,2017,TV-MA,"['comedy', 'crime']",['GB'],tt5770788,6.8,7173.0
1997,MEGALOBOX,SHOW,2018,TV-MA,"['action', 'animation', 'drama', 'scifi', 'sport']",['JP'],tt7965802,7.8,3144.0
2003,Transformers: Cyberverse,SHOW,2018,TV-Y7,"['action', 'animation', 'scifi']",['US'],tt8891990,6.5,350.0
2005,Wanderlust,SHOW,2018,TV-MA,['drama'],[],tt7608238,7.0,5225.0
2006,Jack Whitehall: Travels with My Father,SHOW,2017,TV-MA,"['reality', 'comedy', 'documentation', 'european']",['GB'],tt7453996,7.6,5388.0
2008,Teasing Master Takagi-san,SHOW,2018,TV-PG,"['comedy', 'animation', 'romance']",['JP'],tt7808344,7.7,2030.0
2009,The Boss Baby: Back in Business,SHOW,2018,TV-G,"['action', 'comedy', 'animation', 'family', 'fantasy']",['US'],tt7741824,6.4,3595.0
2011,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,TV-MA,[],['US'],tt7829834,7.9,5194.0
2015,Scissor Seven,SHOW,2018,TV-PG,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'romance']",['CN'],tt11503082,8.5,297.0
2016,Damnation,SHOW,2017,TV-MA,"['western', 'drama', 'crime']",['US'],tt6106704,7.6,8111.0
2023,The Magic School Bus Rides Again,SHOW,2017,TV-Y,"['animation', 'family', 'fantasy']",['US'],tt3869122,6.2,812.0
2027,Cathedral of the Sea,SHOW,2018,TV-MA,"['drama', 'history']",['ES'],tt4944694,7.4,4292.0
2028,Haunted,SHOW,2018,TV-MA,"['documentation', 'horror', 'reality']",['US'],tt9077192,4.6,3150.0
2036,Great News,SHOW,2017,TV-PG,['comedy'],['US'],tt4955480,7.0,6810.0
2037,Dark Tourist,SHOW,2018,TV-MA,"['action', 'documentation']",['NZ'],tt8725166,7.5,7158.0
2039,Abstract: The Art of Design,SHOW,2017,TV-14,['documentation'],['US'],tt6333098,8.4,5306.0
2041,Bakugan: Battle Planet,SHOW,2018,TV-Y7,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy']",['JP'],tt9527662,5.1,220.0
2043,Kakegurui,SHOW,2017,TV-14,"['action', 'animation', 'drama', 'thriller']",['JP'],tt7131720,7.2,8547.0
2044,Numberblocks,SHOW,2017,TV-Y,['animation'],['GB'],tt7978538,8.6,198.0
2045,Dogs,SHOW,2018,TV-PG,['documentation'],['US'],tt0262158,8.0,1269.0
2046,The Forest,SHOW,2017,TV-MA,"['crime', 'thriller', 'drama', 'european']",['FR'],tt6560040,7.2,10137.0
2048,Zoids Wild,SHOW,2018,TV-Y7,"['scifi', 'action', 'comedy', 'animation']",['JP'],tt12317724,6.0,25.0
2050,Mr. Sunshine,SHOW,2018,TV-MA,"['drama', 'action', 'history', 'romance', 'war']",['KR'],tt7094780,8.7,6855.0
2055,Hotel Transylvania: The Series,SHOW,2017,TV-Y7,"['comedy', 'family', 'fantasy', 'horror', 'animation']",['US'],tt4858114,5.5,694.0
2057,My Mister,SHOW,2018,TV-14,"['drama', 'family']",['KR'],tt7923710,9.2,5481.0
2058,Magic for Humans,SHOW,2018,TV-14,"['comedy', 'reality']",['US'],tt8425308,7.1,3316.0
2059,Bill Nye Saves the World,SHOW,2017,TV-14,['comedy'],['US'],tt6026278,3.5,7233.0
2060,1983,SHOW,2018,TV-MA,"['drama', 'crime', 'thriller']",['PL'],tt7371666,6.8,4173.0
2067,Innocent,SHOW,2017,TV-14,"['drama', 'crime']",['TR'],tt6478854,8.4,17727.0
2068,Black Earth Rising,SHOW,2018,TV-MA,"['crime', 'thriller']",['GB'],tt7660730,7.4,4790.0
2072,I Am a Killer,SHOW,2018,TV-MA,"['crime', 'documentation']",['GB'],tt8300324,7.4,3937.0
2074,Nailed It!,SHOW,2018,TV-PG,"['reality', 'comedy']",['US'],tt6987788,7.4,4682.0
2075,Aggretsuko,SHOW,2018,TV-14,"['animation', 'music', 'romance', 'comedy', 'drama']",['JP'],tt8019444,8.0,6005.0
2076,Immortals,SHOW,2018,TV-MA,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']",['TR'],tt8063174,5.4,3087.0
2080,On My Block,SHOW,2018,TV-14,"['comedy', 'drama']",['US'],tt7879820,7.9,15642.0
2081,Sunderland 'Til I Die,SHOW,2018,TV-MA,"['documentation', 'sport']",['GB'],tt8914684,8.1,7943.0
2082,Gypsy,SHOW,2017,TV-MA,"['drama', 'thriller']",['US'],tt5503718,6.8,16133.0
2085,Alexa & Katie,SHOW,2018,TV-Y7,"['comedy', 'drama']",['US'],tt6916746,7.4,4687.0
2095,Life Sentence,SHOW,2018,TV-14,"['drama', 'comedy']",['US'],tt6088922,6.4,3855.0
2096,Cry Babies Magic Tears,SHOW,2018,TV-Y,"['animation', 'family']",['FR'],tt11067738,4.8,36.0
2097,She's Gotta Have It,SHOW,2017,TV-MA,['comedy'],['US'],tt0196291,6.8,4624.0
2098,The Toys That Made Us,SHOW,2017,TV-14,"['documentation', 'comedy', 'history']",['US'],tt7053920,8.0,5545.0
2099,The Standups,SHOW,2017,TV-MA,['comedy'],['US'],tt15250768,6.6,1225.0
2100,Baby,SHOW,2018,TV-MA,['drama'],['IT'],tt7645192,6.8,10990.0
2101,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,TV-MA,['crime'],['US'],tt6233618,7.8,7651.0
2102,Disjointed,SHOW,2017,TV-MA,['comedy'],['US'],tt5884792,6.8,9980.0
2104,Spirit: Riding Free,SHOW,2017,TV-Y7,"['action', 'animation', 'comedy', 'drama', 'family', 'western', 'documentation']",['US'],tt11942070,6.6,993.0
2110,White Gold,SHOW,2017,TV-MA,"['comedy', 'european']",['GB'],tt6010920,7.4,10981.0
2111,Voice,SHOW,2017,TV-14,"['crime', 'thriller', 'action']",['KR'],tt6212854,7.5,1949.0
2112,The Good Cop,SHOW,2018,TV-PG,"['comedy', 'drama', 'crime', 'documentation']",['US'],tt7183074,6.9,5620.0
2115,Record of Grancrest War,SHOW,2018,TV-14,"['scifi', 'action', 'fantasy', 'war', 'animation']",['JP'],tt7897050,7.1,893.0
2116,Hitler's Circle of Evil,SHOW,2018,TV-14,"['documentation', 'war', 'history']",['GB'],tt6600720,8.0,4241.0
2118,Rotten,SHOW,2018,TV-MA,['documentation'],['US'],tt7763662,7.2,3675.0
2120,Because This Is My First Life,SHOW,2017,TV-14,"['comedy', 'drama', 'romance']",['KR'],tt7278588,8.2,4168.0
2122,Abby Hatcher,SHOW,2018,TV-Y,"['fantasy', 'animation', 'comedy', 'family']",['US'],tt9433014,6.1,163.0
2123,Unauthorized Living,SHOW,2018,TV-MA,['drama'],['ES'],tt6970700,7.4,4555.0
2124,LEGO Friends: Girls on a Mission,SHOW,2018,TV-Y,['animation'],"['DK', 'US']",tt9327146,7.7,106.0
2125,Tabula Rasa,SHOW,2017,TV-MA,"['drama', 'horror', 'thriller', 'european']",['BE'],tt5197860,8.0,10161.0
2126,Murder Mountain,SHOW,2018,TV-MA,"['crime', 'documentation']",['US'],tt9078908,6.8,3045.0
2128,SKY Castle,SHOW,2018,TV-MA,['drama'],['KR'],tt9151274,8.6,2835.0
2129,Sisters,SHOW,2017,TV-14,"['drama', 'comedy']",['AU'],tt8453436,7.5,1729.0
2130,Suburra: Blood on Rome,SHOW,2017,TV-MA,"['crime', 'action', 'european']",['IT'],tt7197684,7.9,14346.0
2137,Just Between Lovers,SHOW,2017,TV-14,"['drama', 'romance']",['KR'],tt7521898,8.2,1872.0
2138,The Epic Tales of Captain Underpants,SHOW,2018,TV-Y7,"['animation', 'comedy', 'family', 'action']",['US'],tt7741830,6.7,879.0
2139,Ugly Delicious,SHOW,2018,TV-MA,['documentation'],['US'],tt7907916,7.8,3505.0
2140,The House of Flowers,SHOW,2018,TV-MA,"['drama', 'comedy']",['MX'],tt8387348,7.6,7722.0
2143,Somewhere Between,SHOW,2017,TV-14,"['crime', 'drama', 'scifi', 'thriller']",['US'],tt6467294,6.2,5746.0
2144,Hot Date,SHOW,2017,TV-MA,['comedy'],['US'],tt7603386,7.1,616.0
2149,Lawless Lawyer,SHOW,2018,TV-14,"['action', 'crime', 'drama', 'thriller']",['KR'],tt8160178,7.7,1572.0
2153,Welcome to the Family,SHOW,2018,TV-MA,['comedy'],['ES'],tt7490342,6.6,442.0
2154,Llama Llama,SHOW,2018,TV-Y,"['animation', 'family']",['US'],tt4781350,6.5,270.0
2155,Borderliner,SHOW,2017,TV-MA,"['drama', 'thriller', 'crime', 'history', 'war', 'documentation']",['NO'],tt0332902,6.8,3999.0
2158,A Korean Odyssey,SHOW,2017,TV-MA,"['comedy', 'romance', 'fantasy', 'horror']",['KR'],tt7099334,8.0,4535.0
2165,Power Rangers Ninja Steel,SHOW,2017,TV-Y7,"['action', 'scifi', 'thriller', 'drama']",['US'],tt5335606,6.1,862.0
2168,Cloudy with a Chance of Meatballs,SHOW,2017,TV-Y7,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",['CA'],tt4123482,3.4,750.0
2169,Man Like Mobeen,SHOW,2017,TV-MA,['comedy'],['GB'],tt7639280,8.0,2664.0
2172,Granblue Fantasy: The Animation,SHOW,2017,TV-14,"['scifi', 'animation', 'fantasy']",['JP'],tt6138612,6.4,391.0
2174,Meteor Garden,SHOW,2018,TV-14,"['comedy', 'family', 'drama', 'romance']",['CN'],tt8690890,7.9,3921.0
2175,Wolf,SHOW,2018,TV-MA,"['war', 'drama', 'action', 'thriller']",['TR'],tt7146600,8.1,7426.0
2176,Fallet,SHOW,2017,TV-MA,"['drama', 'comedy', 'crime', 'european']",['SE'],tt6433844,6.8,1873.0
2178,The Hollow,SHOW,2018,TV-Y7,"['comedy', 'scifi', 'animation', 'drama', 'family']",['CA'],tt6193336,7.1,4198.0
2179,The Mire,SHOW,2018,TV-MA,"['crime', 'drama', 'thriller']",['PL'],tt8855592,7.0,4312.0
2181,GHOUL,SHOW,2018,TV-MA,"['scifi', 'drama', 'fantasy', 'horror']",['IN'],tt5909930,8.0,6.0
2182,Transformers: Rescue Bots Academy,SHOW,2018,TV-Y,"['scifi', 'animation', 'action', 'comedy', 'family']",[],tt9557874,6.0,100.0
2184,Hero Mask,SHOW,2018,TV-14,"['scifi', 'animation', 'action', 'crime']",['JP'],tt9316078,6.1,657.0
2185,The Fix,SHOW,2018,TV-MA,['comedy'],['US'],tt5960546,7.0,1895.0
2187,The Beauty Inside,SHOW,2018,TV-14,"['drama', 'fantasy', 'romance']",['KR'],tt8801708,7.6,1889.0
2188,Fate/Apocrypha,SHOW,2017,TV-14,"['action', 'scifi', 'animation', 'drama', 'fantasy']",['JP'],tt6424454,6.6,2259.0
2191,The Casketeers,SHOW,2018,TV-14,"['reality', 'documentation']",['NZ'],tt8365054,7.5,450.0
2192,The Guest,SHOW,2018,TV-MA,"['crime', 'thriller', 'drama', 'horror', 'comedy']",['KR'],tt8801670,8.1,1537.0
2194,Rainbow Rangers,SHOW,2018,TV-Y,"['family', 'fantasy', 'animation']",['US'],tt7967882,5.8,187.0
2198,The Mechanism,SHOW,2018,TV-MA,"['drama', 'thriller', 'crime']",['BR'],tt6873658,8.0,36077.0
2203,Memories of the Alhambra,SHOW,2018,TV-MA,"['action', 'scifi', 'thriller', 'drama', 'romance']",['KR'],tt8236556,7.8,5363.0
2204,Barbie: Dreamhouse Adventures,SHOW,2018,TV-Y,"['comedy', 'family', 'animation']",['US'],tt7661472,6.7,525.0
2206,Ad Vitam,SHOW,2018,TV-MA,"['scifi', 'crime', 'drama']",['FR'],tt8548830,6.4,1625.0
2208,Patriot Act with Hasan Minhaj,SHOW,2018,TV-MA,['comedy'],['US'],tt8080054,8.2,7222.0
2210,Signs,SHOW,2018,TV-MA,"['thriller', 'crime', 'european']",['PL'],tt8917248,6.4,1608.0
2212,B: The Beginning,SHOW,2018,TV-MA,"['scifi', 'action', 'drama', 'thriller', 'horror', 'animation', 'fantasy', 'crime']",['JP'],tt7944664,7.1,4803.0
2213,Sugar Rush,SHOW,2018,TV-PG,['reality'],['US'],tt8680560,7.0,1508.0
2215,El Chapo,SHOW,2017,TV-MA,"['drama', 'action', 'history', 'crime']",['US'],tt6692188,7.8,17992.0
2216,Sacred Games,SHOW,2018,TV-MA,"['action', 'thriller', 'crime', 'drama']",['IN'],tt10810630,8.6,85088.0
